,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
46,Ladder,20200424T043142.000Z,✫ I Sword,☠️REY CHRIS☠️,1,0,X-Bow,The Log,Ice Wizard,Valkyrie,Skeletons,Tornado,Rocket,Tesla,Bats,Skeletons,Hog Rider,Ice Golem,Earthquake,Firecracker,The Log,Mini P.E.K.K.A
47,Ladder,20200424T042637.000Z,✫ I Sword,♥️ELIUD♥️,3,0,X-Bow,The Log,Ice Wizard,Valkyrie,Skeletons,Tornado,Rocket,Tesla,Giant,Zap,Barbarians,Minions,Sparky,Balloon,Archers,Fireball
48,Ladder,20200424T035216.000Z,✫ I Sword,Royal Master,0,1,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Elixir Golem,Battle Healer,Barbarian Hut,Barbarian Barrel,Tornado,Poison,Baby Dragon,Electro Dragon
50,Ladder,20200424T034725.000Z,✫ I Sword,うっちー,3,0,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Ice Golem,Poison,Bomb Tower,Bats,Miner,The Log,Skeleton Barrel,Spear Goblins
51,Ladder,20200424T034124.000Z,✫ I Sword,Edgar1L,1,2,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Valkyrie,Baby Dragon,Graveyard,Electro Wizard,Mega Minion,Mini P.E.K.K.A,Poison,Arrows
52,Ladder,20200424T033550.000Z,✫ I Sword,MJ23,1,0,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Baby Dragon,Barbarian Barrel,Barbarian Hut,Battle Healer,Electro Dragon,Elixir Golem,Poison,Tornado
53,Ladder,20200424T033033.000Z,✫ I Sword,Dark Witch,2,0,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Night Witch,Flying Machine,Skeletons,Skeleton Barrel,Golem,Hunter,Clone,Fireball
54,Ladder,20200424T032720.000Z,✫ I Sword,クラ・あき,1,0,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Knight,Tesla,Tornado,Skeletons,X-Bow,Ice Wizard,Rocket,The Log
55,Ladder,20200424T032303.000Z,✫ I Sword,<c5>TF I DrBeau,1,2,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Lava Hound,Poison,Mega Minion,Baby Dragon,Miner,Goblin Hut,Barbarians,Barbarian Barrel
56,Ladder,20200424T031749.000Z,✫ I Sword,破红明,1,0,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Ice Spirit,Knight,Rocket,Inferno Tower,Goblin Gang,Princess,Goblin Barrel,The Log
57,Ladder,20200424T031418.000Z,✫ I Sword,デジ,0,1,X-Bow,The Log,Archers,Ice Spirit,Skeletons,Ice Golem,Fireball,Tesla,Goblin Barrel,Princess,Knight,Ice Spirit,The Log,Goblin Gang,Inferno Tower,Rocket
58,Ladder,20200424T030041.000Z,✫ I Sword,Dark I Link,0,1,P.E.K.K.A,Musketeer,Giant Snowball,Ice Golem,Miner,The Log,Balloon,Bats,Barbarians,Mega Minion,Goblin Hut,Zap,Poison,Baby Dragon,Miner,Lava Hound
59,Ladder,20200424T025719.000Z,✫ I Sword,TNJN I LUCKY,1,0,P.E.K.K.A,Musketeer,Giant Snowball,Ice Golem,Miner,The Log,Balloon,Bats,Archers,Ice Spirit,Fire Spirits,The Log,X-Bow,Tesla,Knight,Rocket
60,Ladder,20200424T025202.000Z,✫ I Sword,<c2>Gom<c4>ez,2,1,P.E.K.K.A,Musketeer,Giant Snowball,Ice Golem,Miner,The Log,Balloon,Bats,Barbarians,Heal Spirit,Royal Hogs,The Log,Bats,Musketeer,Earthquake,Skeletons
61,Ladder,20200424T024740.000Z,✫ I Sword,<c5>SomeOne~,0,3,Mortar,Goblin Gang,Rascals,Fireball,Miner,The Log,Spear Goblins,Bats,Goblin Hut,Ice Wizard,Baby Dragon,Poison,Tornado,Barbarian Barrel,Graveyard,Knight
62,Ladder,20200423T092122.000Z,✫ I Sword,Atún Asucarao,0,1,Mortar,Goblin Gang,Rascals,Fireball,Miner,The Log,Spear Goblins,Bats,Three Musketeers,Firecracker,Dark Prince,Ice Golem,Royal Hogs,Hunter,Earthquake,The Log
63,Ladder,20200423T091619.000Z,✫ I Sword,为什么不能升级？,1,2,Mortar,Goblin Gang,Rascals,Fireball,Miner,The Log,Spear Goblins,Bats,Dart Goblin,Goblin Gang,Mortar,Barbarian Barrel,Bats,Fireball,Miner,Rascals
64,Ladder,20200423T043703.000Z,✫ I Sword,MR.paul,0,3,Mortar,Goblin Gang,Rascals,Fireball,Miner,The Log,Spear Goblins,Bats,Electro Wizard,Fisherman,Arrows,Hog Rider,P.E.K.K.A,Mega Knight,Archers,Poison
23,Ladder,20200517T005227.000Z,RemiEli,Uta@インフェ枯渇,3,0,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins,Ice Spirit,Inferno Tower,Goblin Gang,Goblin Barrel,Princess,Knight,The Log,Rocket
24,Ladder,20200517T004134.000Z,RemiEli,CHN丨Bobtherock,1,0,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins,Royal Hogs,Skeletons,Skeleton Barrel,Goblin Cage,Royal Delivery,Earthquake,Bats,Firecracker
1,Ladder,20200517T112631.000Z,RedBull,Famouskid,1,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Miner,The Log,Balloon,Skeletons,Musketeer,Giant Snowball,Ice Golem,Bomb Tower
2,Ladder,20200517T112150.000Z,RedBull,Uta@インフェ枯渇,2,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Ice Spirit,Inferno Tower,Goblin Gang,Goblin Barrel,Princess,Knight,The Log,Rocket
3,Ladder,20200517T111506.000Z,RedBull,Dead!,1,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
4,Ladder,20200517T110955.000Z,RedBull,<c2>GillesdRais,1,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,The Log,Knight,Archers,Skeletons,Ice Spirit,Fireball,Tesla,X-Bow
5,Ladder,20200517T110436.000Z,RedBull,Emix,0,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Giant,Musketeer,Mini P.E.K.K.A,Graveyard,Skeleton Army,Giant Snowball,Arrows,Bats
6,Ladder,20200517T105514.000Z,RedBull,ぱんどら,3,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
7,Ladder,20200517T104940.000Z,RedBull,CHN丨Makarious✨,0,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
8,Ladder,20200517T104145.000Z,RedBull,❄ICE❄,1,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Baby Dragon,Graveyard,Bomb Tower,Poison,Tornado,Knight,Ice Wizard,Barbarian Barrel
9,Ladder,20200517T103637.000Z,RedBull,Str~polat_crx,3,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Firecracker,Heal Spirit,Barbarians,Royal Hogs,Skeletons,Earthquake,Hunter,The Log
10,Ladder,20200517T102735.000Z,RedBull,CHN丨Andres✨,3,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Giant,Minion Horde,Minions,Night Witch,Miner,Zap,The Log,Fireball
11,Ladder,20200517T101538.000Z,RedBull,phatcat,0,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
12,Ladder,20200517T100505.000Z,RedBull,Fahad,0,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
13,Ladder,20200517T095834.000Z,RedBull,WA Trainer Alex,1,2,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Royal Giant,Inferno Dragon,Ice Wizard,Fireball,Zap,Tornado,Miner,Barbarians
14,Ladder,20200517T094305.000Z,RedBull,CHN丨筱红✨,1,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Cannon Cart,Mortar,Royal Delivery,Miner,Spear Goblins,Bats,Zap,Goblin Gang
15,Ladder,20200517T093632.000Z,RedBull,Sprio,3,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Ice Golem,Hog Rider,Mini P.E.K.K.A,Firecracker,Bats,Skeletons,Earthquake,The Log
16,Ladder,20200517T093101.000Z,RedBull,Dead!,3,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
17,Ladder,20200517T092828.000Z,RedBull,「49™」MÄŃĐŘÄĶË,1,3,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Giant,Mini P.E.K.K.A,Arrows,Minion Horde,Skeleton Army,Sparky,Zap,Bats
18,Ladder,20200517T092415.000Z,RedBull,CHN丨Makarious✨,1,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
19,Ladder,20200517T091927.000Z,RedBull,Hbs3,3,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats
20,Ladder,20200517T091452.000Z,RedBull,ぱんどら,2,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Miner,Ice Golem,Bats,Ice Spirit,The Log,Bandit,Hunter,Poison
21,Ladder,20200517T081125.000Z,RedBull,JLMisGOD,3,0,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Skeletons,Valkyrie,Tesla,Tornado,Ice Wizard,X-Bow,The Log,Rocket
22,Ladder,20200517T080845.000Z,RedBull,CHN丨Andres✨,3,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Giant,Minion Horde,Minions,Night Witch,Miner,Zap,The Log,Fireball
23,Ladder,20200517T080521.000Z,RedBull,Esparta ★,0,2,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Minions,Arrows,Miner,Inferno Dragon,Barbarians,Zap,Balloon,Skeleton Army
24,Ladder,20200517T080140.000Z,RedBull,victor utrilla,2,1,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage,Night Witch,Baby Dragon,Minions,Fireball,Giant,Zap,Goblin Gang,Miner
20,Ladder,20200517T083152.000Z,**mohamadparsa*,Reflux丶逆,1,0,Graveyard,Arrows,Dark Prince,Tornado,Bomber,P.E.K.K.A,Electro Wizard,Balloon,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower
0,Ladder,20200517T041834.000Z,⚡Kamikaze⚡,꧁✭i̶s̶s̶e̶i̶✭꧂,3,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,P.E.K.K.A,Ram Rider,Bandit,Electro Wizard,Baby Dragon,Lightning,Barbarian Barrel,Giant Snowball
1,Ladder,20200517T040622.000Z,⚡Kamikaze⚡,Bad Bunny,2,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Goblin Barrel,The Log,Goblin Gang,Ice Spirit,Princess,Rocket,Inferno Tower,Knight
2,Ladder,20200517T040004.000Z,⚡Kamikaze⚡,Famouskid,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Miner,The Log,Balloon,Skeletons,Musketeer,Giant Snowball,Ice Golem,Bomb Tower
3,Ladder,20200517T035337.000Z,⚡Kamikaze⚡,❄ICE❄,3,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Baby Dragon,Graveyard,Bomb Tower,Poison,Tornado,Knight,Ice Wizard,Barbarian Barrel
4,Ladder,20200517T034739.000Z,⚡Kamikaze⚡,TR Joako xD,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Lightning,Cannon Cart,Executioner,Tornado,Skeletons,Hog Rider,The Log,Electro Wizard
5,Ladder,20200517T033743.000Z,⚡Kamikaze⚡,Beast,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
6,Ladder,20200517T032913.000Z,⚡Kamikaze⚡,AP Marcøs,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Musketeer,Giant Snowball,The Log,Ice Golem,Earthquake,Goblins,Hog Rider,Bomb Tower
7,Ladder,20200517T032055.000Z,⚡Kamikaze⚡,ＳＷＡＮ™,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,X-Bow,The Log,Ice Wizard,Knight,Skeletons,Tornado,Rocket,Tesla
8,Ladder,20200517T031122.000Z,⚡Kamikaze⚡,ヒロト,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Wall Breakers,Valkyrie,Magic Archer,Arrows,Miner,Goblins,Bats,Bomb Tower
9,Ladder,20200517T030401.000Z,⚡Kamikaze⚡,RO<c5>BER<c6>TO,0,3,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer
10,Ladder,20200517T025855.000Z,⚡Kamikaze⚡,Esparta ★,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Minions,Arrows,Miner,Inferno Dragon,Barbarians,Zap,Balloon,Skeleton Army
11,Ladder,20200517T025420.000Z,⚡Kamikaze⚡,✫ I Sword,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,X-Bow,Skeletons,Tesla,Rocket,Tornado,Knight,Ice Wizard,The Log
12,Ladder,20200517T023931.000Z,⚡Kamikaze⚡,Nova I Arda,3,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Ice Golem,Archers,Tesla,Fireball,Ice Spirit,Skeletons,X-Bow,The Log
13,Ladder,20200517T022620.000Z,⚡Kamikaze⚡,Over かずと❦,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Ice Wizard,Tesla,Tornado,Balloon,Miner,Skeletons,Valkyrie,Zap
14,Ladder,20200517T022020.000Z,⚡Kamikaze⚡,CHN丨这货不是渣渣希,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Mega Knight,Giant Snowball,Bandit,Electro Wizard,Poison,Ram Rider,Barbarian Barrel,Inferno Dragon
15,Ladder,20200517T021550.000Z,⚡Kamikaze⚡,Nicoco23¶,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Royal Giant,Bats,Zap,Barbarians,Sparky,Arrows,Hog Rider,Musketeer
16,Ladder,20200517T020911.000Z,⚡Kamikaze⚡,Uta@インフェ枯渇,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Ice Spirit,Inferno Tower,Goblin Gang,Goblin Barrel,Princess,Knight,The Log,Rocket
17,Ladder,20200517T020306.000Z,⚡Kamikaze⚡,ともき,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Ice Golem,Hog Rider,Firecracker,Earthquake,Skeletons,Bats,Mini P.E.K.K.A,Royal Delivery
18,Ladder,20200517T015630.000Z,⚡Kamikaze⚡,❄ICE❄,1,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Baby Dragon,Graveyard,Bomb Tower,Poison,Tornado,Knight,Ice Wizard,Barbarian Barrel
19,Ladder,20200517T015146.000Z,⚡Kamikaze⚡,Viktor,1,2,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Hog Rider,Musketeer,Bomb Tower,Earthquake,Knight,Skeletons,Giant Snowball,The Log
20,Ladder,20200517T014438.000Z,⚡Kamikaze⚡,ヒロト,2,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Wall Breakers,Valkyrie,Magic Archer,Arrows,Miner,Goblins,Bats,Bomb Tower
21,Ladder,20200517T013817.000Z,⚡Kamikaze⚡,❤️AYA❤️,0,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Ice Wizard,Knight,Tornado,X-Bow,Tesla,Rocket,The Log,Skeletons
22,Ladder,20200517T012935.000Z,⚡Kamikaze⚡,bo sabah,3,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
23,Ladder,20200517T012552.000Z,⚡Kamikaze⚡,BAZI O,2,1,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Giant Skeleton,Royal Giant,Hunter,Skeleton Barrel,Bats,Earthquake,Firecracker,Skeleton Army
24,Ladder,20200517T012133.000Z,⚡Kamikaze⚡,RED⭐Juninho,0,0,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap,Giant,Graveyard,Bomb Tower,Bats,Skeleton Army,Musketeer,Arrows,Giant Snowball
0,Ladder,20200517T022728.000Z,SDC KENNEDY,Viktor,2,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Hog Rider,Musketeer,Bomb Tower,Earthquake,Knight,Skeletons,Giant Snowball,The Log
1,Ladder,20200517T013537.000Z,SDC KENNEDY,<c5>DG I eragon,3,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Knight,Musketeer,Fireball,Tesla,X-Bow,Ice Spirit,Skeletons,The Log
2,Ladder,20200517T011943.000Z,SDC KENNEDY,✫ I Sword,3,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,X-Bow,Skeletons,Tesla,Rocket,Tornado,Knight,Ice Wizard,The Log
3,Ladder,20200516T224748.000Z,SDC KENNEDY,Dayair,2,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Princess,Goblin Barrel,Spear Goblins,Giant Snowball,Cannon Cart,Bandit,Rocket,Rascals
4,Ladder,20200516T223101.000Z,SDC KENNEDY,キリッ｜Wiz master,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Wizard,Balloon,Lumberjack,Mega Minion,Rocket,Freeze,Ice Spirit,Skeletons
5,Ladder,20200516T222621.000Z,SDC KENNEDY,Nohitto❤️Snipe,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Barbarian Barrel,Ice Wizard,Tornado,Bomb Tower,Knight,Graveyard,Baby Dragon,Poison
6,Ladder,20200516T222155.000Z,SDC KENNEDY,⭐️Mathius⭐️,0,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Royal Hogs,Heal Spirit,Hunter,Dark Prince,Goblin Cage,Earthquake,Magic Archer,Royal Delivery
7,Ladder,20200516T220536.000Z,SDC KENNEDY,Tauron_E5150,2,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Giant Skeleton,Tornado,Zap,Balloon,Guards,Baby Dragon,Tesla,Miner
8,Ladder,20200516T215838.000Z,SDC KENNEDY,ErBacce,2,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Goblins,Bats,Zap,Wall Breakers,Miner,Musketeer,Mini P.E.K.K.A,Mega Knight
9,Ladder,20200516T215425.000Z,SDC KENNEDY,Alansarii,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Royal Giant,Mega Minion,Goblin Cage,Lumberjack,Electro Wizard,Baby Dragon,Barbarian Barrel,Lightning
10,Ladder,20200516T214940.000Z,SDC KENNEDY,Dead!,0,2,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
11,Ladder,20200516T214555.000Z,SDC KENNEDY,lemonTree68,0,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Ice Golem,X-Bow,The Log
12,Ladder,20200516T213931.000Z,SDC KENNEDY,CHN丨Bobtherock,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
13,Ladder,20200516T213304.000Z,SDC KENNEDY,Str~polat_crx,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Firecracker,Heal Spirit,Barbarians,Royal Hogs,Skeletons,Earthquake,Hunter,The Log
14,Ladder,20200516T212850.000Z,SDC KENNEDY,ＳＨＡＤＯＷＬＥＳＳＭＡＮ✨™,3,1,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,Sparky,Arrows,Mini P.E.K.K.A,Skeleton Army,Zap,Musketeer,Giant,Bats
15,Ladder,20200516T212449.000Z,SDC KENNEDY,❤️Cr1stal❤️,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,X-Bow,Tesla,The Log,Rocket,Tornado,Knight,Ice Wizard,Skeletons
16,Ladder,20200516T212021.000Z,SDC KENNEDY,Riku,1,0,Giant,Mini P.E.K.K.A,Musketeer,Graveyard,Skeleton Army,Bats,Arrows,Giant Snowball,The Log,Princess,Goblin Barrel,Goblin Gang,Dart Goblin,Prince,Rascals,Rocket
0,Ladder,20200517T101538.000Z,phatcat,RedBull,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Zap,Musketeer,Mini P.E.K.K.A,Minions,Heal Spirit,Sparky,Goblin Giant,Rage
1,Ladder,20200516T201534.000Z,phatcat,Dead!,2,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
2,Ladder,20200516T200926.000Z,phatcat,Emix,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Giant,Musketeer,Mini P.E.K.K.A,Graveyard,Skeleton Army,Giant Snowball,Arrows,Bats
3,Ladder,20200516T200421.000Z,phatcat,Hbs3,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer
4,Ladder,20200516T195739.000Z,phatcat,Nova I Arda,0,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Ice Golem,Archers,Tesla,Fireball,Ice Spirit,Skeletons,X-Bow,The Log
5,Ladder,20200516T160905.000Z,phatcat,David,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Mega Knight,Inferno Dragon,Electro Wizard,Zap,Miner,Bats,Bandit,The Log
6,Ladder,20200516T160121.000Z,phatcat,CHN丨Makarious✨,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
7,Ladder,20200516T153638.000Z,phatcat,⚡Kamikaze⚡,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
8,Ladder,20200516T122242.000Z,phatcat,SandISGod,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
9,Ladder,20200516T121835.000Z,phatcat,אביה דביר,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Heal Spirit,Elixir Golem,Battle Healer,Night Witch,Inferno Dragon,Electro Dragon,Rage,Arrows
10,Ladder,20200516T121026.000Z,phatcat,CHN丨Rain,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Skeletons,Tesla,Rocket,Knight,Tornado,Ice Wizard,The Log,X-Bow
11,Ladder,20200516T115750.000Z,phatcat,gravity,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Lava Hound,Balloon,Tombstone,Fireball,Mega Minion,Minions,Zap,Barbarians
12,Ladder,20200516T115352.000Z,phatcat,RemiEli,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins
