,text,neg,neu,pos,compound
13209,"Känner du någon eller några som utför stordåd för att skapa framtidens hållbara mobilitet? Då ska du skicka in en nominering till NEVS Sustainable Mobility Award senast den 14 april! 

#Sustainability #sustainable #futuremobility #sustainablemobility https://www.hv.se/samverka-med-oss/sambarbeten-och-natverk/fler-samarbeten/nevs-sustainable-mobility-award/ …",0.0,0.9,0.1,0.5848
13939,"Today it's... Bosque de Atocha!
We'd like to show the construction process of one of our most #sustainable projects. This building has @BREEAMespana #certification. #MORPH aims to guarantee quality with each project, through #sustainability #certifications.

#BREEAM @ACCIONA pic.twitter.com/278734hFA1",0.0,0.883,0.117,0.5848
14267,Our food forest trees are starting to sprout for spring!  We planted a food forest for the community to enjoy and discover a few years back!  #foodforest #sustainable #urbanforest #urbanforaging #sustainability #eco…  https://www.instagram.com/p/B9OEXlpAEME/?igshid=ionpycwjzac0 …,0.0,0.888,0.112,0.5837
12116,#cerlos #buildingmaterials Transforming the Trillion Dollar Building Materials Industry! Environmentally friendly building materials in production and use! #Blockchain #buildingmaterials #sustainable #sustainability  pic.twitter.com/p034nCSJag,0.0,0.847,0.153,0.5837
10771,#cerlos #buildingmaterials Transforming the Trillion Dollar Building Materials Industry! Environmentally friendly building materials in production and use! #Blockchain #buildingmaterials #sustainable #sustainability  pic.twitter.com/yE3TUEwAsI,0.0,0.847,0.153,0.5837
10745,#cerlos #buildingmaterials Transforming the Trillion Dollar Building Materials Industry! Environmentally friendly building materials in production and use! #Blockchain #buildingmaterials #sustainable #sustainability  pic.twitter.com/DZGZSGUdra,0.0,0.847,0.153,0.5837
9614,#cerlos #buildingmaterials Transforming the Trillion Dollar Building Materials Industry! Environmentally friendly building materials in production and use! #Blockchain #buildingmaterials #sustainable #sustainability  pic.twitter.com/H51UsJsW3P,0.0,0.847,0.153,0.5837
14512,Wow when mankind wants to solve a problem they really make it happen!!!  #sustainability #innovation #environment #climatechange #sustainable  https://lnkd.in/fM_Gm_6 ,0.112,0.62,0.268,0.5826
6620,Our team & the businesses we work with inspire us everyday with new thinking and #innovations to be more #sustainable & aware. More than half the businesses currently raising on Crowdcube are focussing on #sustainability & we couldn't be prouder to support them 💕🌍 #EarthDay pic.twitter.com/d55I7biibZ,0.054,0.816,0.131,0.582
13772,2020 wedding trends are all about sustainability! See in our article how a wedding can be made more environmentally friendly. #Wedding #Sustainability #Sustainable #Environment https://www.superbtravelsuffolk.co.uk/wedding-trends/ ,0.0,0.859,0.141,0.5818
6680,"Happy #EarthDay!

Cities give us countless opportunities to make our world more #sustainable and fight #climatechange. This year is #EarthDayAtHome, let's not waist time and use it to reflect.

#ClimateAction #ClimateEmergency #EarthDay2020 #SustainableCities #Sustainability  pic.twitter.com/DF4jYI1xPY",0.069,0.772,0.159,0.5759
13607,"#IEO #STO #buildingmaterials #sustainable #sustainability #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale.
Cerlos work make product environment friendly.  http://Mold.fire ,soil. Its use to resycle. Its very low price and good products",0.066,0.767,0.167,0.5729
98,"Happy Ocean Day 🌊🌍🌊🤗🌍🤗🌊🤗🎉
#ethical #sustainable #ethicalfashion #sustainablefashion #ecofriendly #fashion #slowfashion #Oceans #fairtrade #sustainability #organic #ecofashion #ethicallymade #crueltyfree #sustainableliving #zerowaste #love #natural #style #eco pic.twitter.com/V5dnSo9LOG",0.0,0.866,0.134,0.5719
6728,"Tomorrow is #EarthDay -- learn more about how you can celebrate virtually here:  https://bit.ly/3eCjKp7 
#EarthDay2020 #EventProfs #MeetingProfs #sustainable #greenmeetings #sustainability  pic.twitter.com/C7y35zeii5",0.0,0.844,0.156,0.5719
1277,"Happy world Environment Day.
.
.
.
.
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming #pollution…  https://www.instagram.com/p/CBDFGKUDIvq/?igshid=x7e4ga30vlpf …",0.0,0.844,0.156,0.5719
13583,"MBH Architects
Excellent presentation RestaurantSpaces regarding the impact of decarbonization and electrification that will effect  every sector. 

#architects #restaurantdesign #sustanability
#sustainability #design #innovation #sustainable #environm… https://lnkd.in/e75YU4i ",0.0,0.871,0.129,0.5719
1888,"Excellent analysis with new variables against current uncertainty and volatility. Corporate Governance is more than necessary in the strategic agenda due to the value it brings to the business.
#CorporateGovernance #CSR #ESG #sustainable #Sustainability #women pic.twitter.com/MFs3ENyzad",0.058,0.795,0.147,0.5719
1366,"Happy World Environment Day 2020
.
.
.
#environment #nature #sustainability #ecofriendly #savetheplanet #sustainable #gogreen #earth #green #eco #globalwarming #savetheearth #pollution #sustainableliving #environmentallyfriendly #love #vegan #laundry #clean #laundrytime #clean pic.twitter.com/msqaQAyNMH",0.0,0.875,0.125,0.5719
1301,"Happy world Environment Day.
.
.
.
.
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming…  https://www.instagram.com/p/CBDEhpNHPfj/?igshid=1urtxxih9ctb4 …",0.0,0.837,0.163,0.5719
14342,"Excellent project.
vesit website : https://cerlos.io/ 
#cerlos #IEO #STO #buildingmaterials #sustainable
#sustainability #Crowdsale #Bitcoin #Blockchain #ETH #TokenSale. https://twitter.com/Moxy_CERLOS/status/1232634014416109569 …",0.0,0.812,0.188,0.5719
10725,"""McDonald's to scrap plastic in UK 'Happy Meal' toys""

@jakpost
#plastic #plasticwaste #beatplasticpollution #toxic #plasticpollution #waste #pollution #plasticban #landfill #trash #sustainability #environment #mcdonalds #sustainable #toys #plastictoys
 https://www.thejakartapost.com/life/2020/03/17/mcdonalds-to-scrap-plastic-in-uk-happy-meal-toys.html … pic.twitter.com/bvo0kz35ey",0.0,0.879,0.121,0.5719
6431,"Happy #EarthDay. So, what do these numbers (120%, $12.2 Trillion, 90%) mean when it comes to #Sustainability? Find out here:  https://bit.ly/2zod9hN 
#EarthDay2020 #earth #eco #environment #climate #climatechange #sustainable #circularity #circulareconomy #twitter #WednesdayVibes pic.twitter.com/qm2vLa7St0",0.0,0.896,0.104,0.5719
231,"Man & animal need to coexist for the environment to survive
Happy World Environment Day🌱
#WorldEnvironmentDay #Nature #Sustainability #EcoFriendly #Sustainable #GoGreen #Recycle #GlobalWarming #SustainableLiving pic.twitter.com/OhNYAHErGe",0.0,0.861,0.139,0.5719
11808,Are #AI and #sustainability the perfect match?  @raconteur  https://www.raconteur.net/sustainability/ai-sustainability-for-against … #sustainable #environment,0.0,0.73,0.27,0.5719
7578,"At the Academy we shed light on several social innovation examples 💡 

Today we focus on Impakter that creates a demand-driven approach to a #sustainable #lifestyle. Wait, how?

Click here 👉  https://bit.ly/33M9qWj 
#socinn #socent #socialimpact #sustainability @impakterdotcom",0.0,0.868,0.132,0.5719
2707,One wonderful step to #Sustainability and #SustainableRecovery. We need to slow down permanently our lifestyles. We need to become #sustainable in all possible ways. #climatechangeisreal #ClimateCrisis #ClimateEmergency https://twitter.com/MayorofLondon/status/1261256524892168199 …,0.0,0.879,0.121,0.5719
6983,The process is everything. Sustain success #sustainable #Sustainability #staybizze #neverstationery pic.twitter.com/KYL1IENQIC,0.0,0.73,0.27,0.5719
13627,#WorldEngDay2020 seems a perfect day to announce that @AstonUniversity will shortly be launching a brand new #masters degree in the area of #sustainable #engineering and #sustainability to start in September 2021. Watch this space...,0.0,0.893,0.107,0.5719
1695,@HitchesGlitches launches battery #recycling initiative to celebrate #WorldEnvironmentDay2020. For more info:  https://bit.ly/3cALLuF . #Facilitiesmanagement #environmentallyfriendly #sustainability #environment #ecofriendly #sustainable #fm #gogreen #zerowaste #Recycle pic.twitter.com/87wl0XUuW4,0.0,0.856,0.144,0.5719
1104,"Happy #WorldEnvironmentDay to all.
.
.
.
.
#culturalvalueskidsclub #valuesforchildren #iskcon #srilaprabhupada #environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming pic.twitter.com/oMfeQz1YJA",0.0,0.861,0.139,0.5719
6438,How are you celebrating earth day this year ? ☺️ 🌍 🌱 #EarthDay #EarthDay2020 #EarthDay50 #environmentallyfriendly #ecofriendly #gogreen #gosolar #sustainability #greenpower #climatechange #sustainable #solar #renewableenergy #environment pic.twitter.com/ivC5z3WjSR,0.0,0.861,0.139,0.5719
10097,"All #cerlos Products maintain the positive material attributes like fire resistance, water and all-weather stability, workability, and much more
#IEO #STO #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",0.066,0.767,0.167,0.5719
6449,"Happy Earth Day 🌍
#earthday #EarthDay2020 #sustainablefashion #Sustainability #RecycledFashion #sustainable #Recycle #EarthDayAtHome #EarthDay50",0.0,0.748,0.252,0.5719
6371,"Stay humble.. It's important that we help and support each other in these difficult times💕
#sustainable #maisonmelise #bridalwear #wedding #fashiondesigner #sustainability #boutique #verloving #thenetherlands #loveisblind #fashion #weddinginspiration #williamgurnall #quotes pic.twitter.com/UF2AOB2Ay0",0.07,0.728,0.202,0.5719
3921,"13 #sustainability though-provoking podcasts🎧 collected by @elsamary 
Perfect to be able to dive into these topics even with busy routines💼
@GreenBiz
#sustainable #LifelongLearning #circulareconomy
👉  https://www.greenbiz.com/article/13-sustainability-podcasts-will-keep-your-earbuds-plugged … pic.twitter.com/1SwiMELvmB",0.0,0.871,0.129,0.5719
5602,Help Stop Climate Change New Eco Friendly Bamboo Tissue. – #WipeOnUs #GreenMovement #EcoFriendly #Sustainable #Sustainability  https://www.wipeonus.com/ ,0.109,0.597,0.294,0.5719
10206,"The @UN's #SustainableDevelopmentGoals are the blueprint to achieve a better and more #sustainable future for all. It's important that we achieve them all by #2030. Who's in? #sustainability #impact
@helene_wpli @JimMarous @alvinfoo @psb_dc @Xbond49 @YuHelenYu @JolaBurnett pic.twitter.com/uVprVFF3YI",0.0,0.879,0.121,0.5719
2038,How do we celebrate Philippine Heritage in our own homes? #decorate #display #beachcrazybags #decorbags #beachcrazydecorbags #decoration #sustainablebags #sustainability #sustainablefashion #sustainable  pic.twitter.com/teBzFasBA7,0.0,0.844,0.156,0.5719
4278,Why Bamboo Flooring is the Perfect Choice for Long Term Sustainability  http://ow.ly/QlK350zvPXJ  #sustainability #sustainable #bamboo #flooring #interiors #interiordesign #homedecor #mondayblogs @MondayBlogs pic.twitter.com/XVmRC4tuoN,0.0,0.85,0.15,0.5719
1414,"Happy Environment day

Read More:  http://www.homeworkjoy.com 
#environment #nature #sustainability #climatechange - #ecofriendly #savetheplanet #zerowaste #sustainable  pic.twitter.com/yjlShLW1Lk",0.0,0.791,0.209,0.5719
12909,"Excellent Project.
#cerlos #IEO #STO #buildingmaterials #sustainable
#sustainability #Crowdsale #Bitcoin #Blockchain #ETH #TokenSale. https://twitter.com/Moxy_CERLOS/status/1235175204747456515 …",0.0,0.778,0.222,0.5719
11321,"Are #AI and #sustainability the perfect match?  
@raconteur
 https://raconteur.net/sustainability/ai-sustainability-for-against … #sustainable #environment",0.0,0.73,0.27,0.5719
4397,"""Happy mother's day "" - @sustainme_in
 https://sustainme.in/ 
.
#sustainability #Sustainable #sustainme Mother's Day #mondaythoughts #motherday2020 #motherhood #mothersday2020 Hump Day #Earth #happymothersday #tshirt #SundayMorning #imgxnct #photography #Ramadan #eco #ecommerce pic.twitter.com/hkiEbNPEHH",0.0,0.871,0.129,0.5719
5314,"To celebrate  #WorldTunaDay we wanted to make a resume of the work we have been doing for  #sustainable #tuna #fishing 🐟🐟🐟
🎥part1
🐟🐟🐟 #tunaDay #Sustainability 

Queremos celebrar el #DíaMundialdelAtun compartiendo el trabajo sostenible de Tunacons. pic.twitter.com/ZRnPlNnjOq",0.0,0.902,0.098,0.5719
1353,"Happy Environment day

#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable
#meghawksdigital
 http://www.meghawks.com  pic.twitter.com/GWabCbvITO",0.0,0.778,0.222,0.5719
11876,"🔴 Have you checked out our Lookbook? ⚪ - Lus & Cambridge, a perfect match 

#onfootprint #footprint #sustainablefashion #sustainable #fashion #sustainability #slowfashion #france #paris #parisfashion #parisianstyle #ss2020 #summerspring #collection #summerspringcollection pic.twitter.com/PlRidsBTzI",0.0,0.871,0.129,0.5719
8641,"Long term #sustainability based on #renewables has biologist estimating #Sustainable human #population ~2.5 billion

Earth currently had ~7.6 billion which is unsustainable based on #energy/materials issues you noted

Suggest @chrismartenson excellent research

#TuesdayThoughts pic.twitter.com/rkNbKULNxe",0.0,0.899,0.101,0.5719
3955,"#socent and #sustainable suppliers, make sure you are profiling your impact to corporate buyers. They need to know because they have sustainability and social targets and their suppliers play a key role.

#esg #csr #sustainability #unsdgs pic.twitter.com/oXvpJ2ax71",0.0,0.879,0.121,0.5719
1115,"✅ 100% Delicious
✅ 100% Sustainable
✅ FSC Carton

Look out for more about this coming up next week on @Channel4... 👀
#somethingsbubbling #sustainability #sustainable #risotto #quarantinecuisine pic.twitter.com/m4fo3F0lP0",0.0,0.861,0.139,0.5719
6683,"Happy Earth Day 2020 

#earthday #sustainability #climatechange #sustainable #ecofriendly #climate #gogreen #ourplanet #savetheplanet https://lnkd.in/eXwuawx ",0.0,0.778,0.222,0.5719
