,0,1,2,3,4,5
4101, https://tenor.com/view/thanos-avengers-endgame-supongo-que-se-acabo-iguess-its-over-gif-15623424?utm_source=share-button&utm_medium=Social&utm_content=twitter … #Thanos #Avengers #Endgame via @gifkeyboard,👍,🎶,😜,💓,💪
4102,"I don't care if she's 4, I'm calling #Thanos right away 😡😈",🙅,👊,✌,🎵,🎶
4103,"The infinity stones for me, though in different colors.
  One more ... Doctor StrangeeeEE!

#Marvel
#marvelcomics
#Avengers
#DoctorStrange
#Thanos
#InfinityWar
#MCU
#StayHome pic.twitter.com/xjYnpCoGvU",✌,👍,💪,👊,🎶
4104,#magneto vs los #avengers y hasta....#thanos!!!😆😎 #humor del canal de youtube #dorkly pic.twitter.com/TLvzpF1njq,👍,💛,✌,💪,💓
4105,#sixfanarts #peliculas #comics #avengers #vengadores #gemasdelinfinito #accion #ironman #thor #thanos #digitaldrawing #buenosaires #marvel #picsartcolor #diseños #disney #dibujando #digitalart #lapadawans #venom…  https://www.instagram.com/p/B_13Sc3jOnW/?igshid=dh651e1y0ft5 …,😌,😢,🎶,☺,🙏
4106,#NowPlaying Sadek - Roulette Russe 7 #Thanos  pic.twitter.com/y4nX9hUClm,☺,💛,🎶,💓,🎵
4107,Have you done a marathon of the #MCU yet? Here's our watch list to guide you. #IronMan #CaptainAmerica #BlackWidow #Hawkeye #Vision #Avengers #BlackPanther #CaptainMarvel #Thanos #Loki #Thor http://ow.ly/niNI50yRSwV ,😊,🙏,💪,😉,👍
4108,Still wondering why @MarvelStudios hasn't announced a Thanos film or Disney+ series yet? 🤔🤔🤔🤔 #Thanos,😣,💔,😕,😞,😢
4109,"I’m a huge #MCU fan. #Endgame left much to be desired. Checkout today’s #YouTube video and let me know know your thoughts on #AvengersEndgame 

Reviewing Avengers Endgame: One Year Later  https://youtu.be/CZIxis9W1uU 
#movies #Superheroes #WakandaForever #Thanos #SpiderMan #IronMan",😜,✌,😉,😎,👍
4110,"Which #Avenger do you think would have survived if they'd snapped their fingers to kill #Thanos in Avengers: #Endgame?

#Koimoi",😜,🔫,😬,😠,😡
4111,#Marvel #koronawirus #Avengers #memy #Thanos  pic.twitter.com/i2jzUO0S0d,✌,💔,☺,💛,💓
4112,"Thanos in color. Do you like this character? 
#villain #thanos #marvel #marvelfanart #marvelcomics #tmtd #fanart #digitalart #drawing #art pic.twitter.com/DaeRUdckx3",😊,❤,💜,✨,💙
4113,Why the #Thanos #headbutt does nothing to #CaptainMarvel  http://bryonlape.com/why-captain-marvel-brushed-off-thanos-headbutt-carol-danvers-leads-mcu-phase-5/ … #MCU #Phase3 #Endgame,😣,😤,😢,😡,😠
4114,"lo temi, lo eviti, il destino arriva comunque. #Thanos",😉,✌,💓,🎵,🎶
4115,Sadek - Roulette Russe 7 #Thanos  https://youtu.be/-pTmg0f2N0E  via @YouTube,💛,🔫,🎶,🎵,💓
4116,"Jajaja... un clásico 
#gaming #gamers #gamingmeme #Thanos #kuromeme #meme https://twitter.com/SoyFedelobo/status/1257747023975022592 …",💪,😉,😄,😜,😎
4117,"What if #Thanos calls #BabuRao ...

#wednesdaymorning
#WednesdayMotivation
#WednesdayThoughts pic.twitter.com/3O4rttGnNJ",😢,😂,💓,😄,😜
4118,"Thanos! solid ka talaga. Go fight Covid! 

#IronStudios #Thanos  pic.twitter.com/XHfkscaFPQ",😄,👏,👍,💪,👊
4119,"Si la Vida no se Controla, La Vida... Dejara de Existir.
- #Thanos",✌,💛,💓,🎵,🎶
4120,#THANOS FOREVER!!!!  https://twitter.com/SBNation/status/1257863495468662789 …,💜,💙,❤,💛,💓
4121,I’m beginning to think that #Thanos was right.  https://twitter.com/nypost/status/1257388807160320000 …,😣,😖,😢,💔,😳
4122,"Thanos: Were you dropped on your head as a child?

Tony: Bold of you to assume I was held.

Everyone:

Tony:

Stephen: Oh Tony.

#marvel #avengers #tonystark #stephenstrange #ironstrange #strangeiron #ironman #doctorstrange #thanos",👏,😑,😐,💀,😂
4123,"Dicen q el karma existe!

Y yo veo a mi hermano con sus 2 hijos perrunos y todo lo que me critica a mí, esos 2 🐕🐩 es como si tuvieran mi sangre de verdad

Ya sé🙄son perritos, pero los q los tienen me comprenderán, son tan inteligentes y son parte de la familia.
#Thanos #Nebula",🔫,😡,👊,💓,😠
4124,"Queria a luva do #Thanos pra sumir com o #Bolsonaro e a família. Porque filho de peixe, peixinho é ! 
Apesar que dois são maricona encubada #ForaBolsonaro #ImpeachmentdoBolsonaroURGENTE #ImpeachmentDeBolsonaro pic.twitter.com/AKr86pEalI",👊,😡,😢,😠,💔
4125,"Tamim: Shakib is the best cricketer of all time in Bangladesh 
#cwcpointstable2019 #commando3 #thanos #callofdutywarzone #www.kalerkantho.comonline http://disq.us/t/3ognmvz ",😎,😄,💪,👏,👍
4126,#Thanos volvé...te perdonamos,👊,💓,💪,🎵,🎶
4127,"So um... @WWE and @VinceMcMahon have opted to pull a #Thanos on #romanreigns um that's right, 2 time leukemia survivor ROMAN REIGNS! Essentially scrubbing him from #wwe history?!! Why? He chose to #StayHome being immuno compromised from mania amid #covid19 pandemic #smdh pic.twitter.com/W10JFFmM7N",😉,😜,👊,👍,💪
4128,"Well I bet none of you thought you would see the day 😂
#hilarious #funnyaf #people #marvel #marveluniverse #thanos #coronavirus  https://www.instagram.com/p/B_07zYQlYmw/?igshid=1fro97asatgne …",👍,😉,😄,😜,😂
4129,"today is GROOVE is holiday🐻
#InfinityWar #Marvel #BlackPanther #Thanos #IronMan #Hulk #CaptainAmerica #WinterSoldier #Groot #Punisher #DrStrange #Spiderman #Thor #Loki #arrow #WakandaForever #AvengersEndGame #Avengers #FalconAndtheWinterSoldier pic.twitter.com/EA2rbaTpd9",👍,😄,😎,😜,🎶
4130,@MarvelStudios viendo posibles salidas de #Thanos  https://twitter.com/ddoniolvalcroze/status/1257819549321146368 …,💪,😄,👍,😉,😜
4131,"Ortega Thanos.
#Marvel #Superviviente2020
#Ortega
#Thanos  pic.twitter.com/eBRjp4DMOn",☺,✌,😜,😄,💓
4132,"I would say #CaptainAmerica v. #Thanos in #AvengersEndgame, but I'm thinking in one specific scene from Captain America The Winter Soldier or John Wick 3 Parabellum. 👊🏼💥🔥",😄,😉,😎,👊,👍
4133,".since @realDonaldTrump doesn’t actually have an infinity gauntlet
Looks like he’s just going to let #COVID19 wipeout half of the population! #Thanos wasn’t as #evil pic.twitter.com/Y9VssSWhmf",😡,😉,😳,😜,😕
4134,Acá empieza la saga del guantelete del infinito.  El renacimiento de thanos en español de editorial panini #comics #paninicomics #thanos  pic.twitter.com/I4OPqmCs7f,😜,😄,💛,💓,☺
4135,Daddy’s Boy ❤️🐶 #Thanos  pic.twitter.com/RoXR1bu0a5,✌,😄,💛,☺,💓
4136,"Hey..@chrishemsworth and #JoshBrolin #theodinson #thanos #madtitan #thor plz watch this......
😁😁😁😁😁😁😁😁😁😁 pic.twitter.com/ZkSgwOo6zG",😄,🙏,💛,💓,☺
4137,#Thanos  does it?,😕,😂,😳,😏,👀
4138,How awesome are these Air Infinity shoes with the concept by @cole and the design by @minishistudios on Instagram #3dart #3d #shoe #shoesaddict #custom #customshoes #marvel #mcu #infinity #nike #infinitywar #infinitygauntlet #comic #thanos #avengers #avengersendgame pic.twitter.com/sxAvAnVZzh,✨,😎,👏,🎶,👍
4139,MARVEL VS CAPCOM INFINITE Story Walkthrough Part 5 THANOS!  https://youtu.be/1BrYDE72cmc  #Thanos #Marvel #OwenAndLiam,😄,👍,👏,👊,💪
4140,"E se... o final de Vingadores: Ultimato fosse esse?
#WhatIf #Thanos #AvengersEndGame #VingadoresUltimato pic.twitter.com/WLAxVhqv0p",😂,💔,👊,👏,💓
4141,"""Las decisiones difíciles requieren de voluntades fuertes"" ( Thanos.)    https://www.instagram.com/estudio_joyeria_r.d?r=nametag ….  https://www.facebook.com/kandouhandcrafted/ …
#AvengersEndgame #Thanos #jewerly #oro #fashionjewelry pic.twitter.com/ARbJBdXVTl",👍,😉,💛,✌,💓
4142,How would you bring Stark back? Or would you just leave him in the past & work towards the future? #TonyStark #IronMan #DrStrange #BlackWidow #CaptainAmerica #SteveRogers #PeggyCarter #InfinityGauntlet #Thanos #Thor #BlackPanther #PepperPotts #Avengers #Endgame #AvengersEndgame pic.twitter.com/WnK3HfUPPs,😉,😜,💪,😕,😢
4143,Marvel Comics Infinity Gauntlet #1-6 full set #Thanos #Starlin #comic #comics #anime #comicbook #NCBD #manga #comicart #artist #comicbooks #marvel #webcomic #fanart #dccomics #dc #comicstrip #marvelcomics http://rover.ebay.com/rover/1/710-53481-19255-0/1?ff3=4&pub=5575242509&toolid=10001&campid=5338262899&customid=&mpre= https%3A%2F%2Fwww.ebay.co.uk%2Fitm%2FMARVEL-COMICS-INFINITY-GAUNTLET-1-6-FULL-SET-THANOS-STARLIN-1991%2F392783979746%3Fhash%3Ditem5b73bfe4e2%253Ag%253ADwYAAOSwtVperIGM%26LH_Auction%3D1 …,👊,✨,✌,💪,💯
4144,At this point....I believe in ALL the movies. I even believe #Thanos is a DC epiction of the #LEFT #Democrats #AmericanDream....oh! & #Obama was disgusting.,🙌,👏,💯,👌,👍
4145,Tomorrow is going to be great. ☺️ #jimstarlin #theepicsofenkidu #interview #indiegogo #indiecomics #supportindiecomics #thanos #marvel @marvel marvelstudios  https://www.instagram.com/p/B_0a34Fn_dk/?igshid=15iue6z5h45et …,🙏,💪,🎶,😄,👍
4146,Tomorrow is going to be great. #jimstarlin #theepicsofenkidu #interview #indiegogo #indiecomics #supportindiecomics #thanos #marvel @marvel marvelstudios  https://www.instagram.com/p/B_0WbyEBST6/?igshid=ddi4ycp48uds …,💙,💪,🎶,😄,👍
4147,What if #thanos snapping his fingers last year was the cause of the #coronavirus ?,😕,💀,😂,👀,😳
4148,#thanos does this work?,😑,😕,😐,😳,👀
4149,Tomorrow is going to be great. #jimstarlin #theepicsofenkidu #interview #indiegogo #indiecomics #supportindiecomics #thanos #marvel @marvel marvelstudios  https://www.instagram.com/p/B_0UwS9hgJH/?igshid=14xid1ff16ojr …,💙,💪,🎶,😄,👍
4150,"COVID-19 has to be an alter-ego of #Thanos, while the health workers on the front line are most certainly #TheAvengers. pic.twitter.com/z0D4ndBZDc",😉,😄,💛,💓,☺
4151,Thanos 4K Digital Wallpaper  https://wallpaperaccess.com/thanos-4k-digital#14890 … #Thanos #4K #Digital #wallpaper,😉,💓,👍,✨,💪
4152,"[🤢Năm #Thanos 3-#Covid I ]1 year since the end of #MCU' tragic ending #InfinitySaga #EndGame officially hit theaters as well as enjoy one of the hottest of our time🤚 🎬#Avengers #avengersassemble👩🏿‍⚕️
#khalachackeo #vicongdong
#Hubble30 Anniv🛰️ #RamadanMubarak to #muslim friends☪️ pic.twitter.com/eaKIVzLmN0",👏,😄,💔,😢,👍
4153,Después de ver nuevamente todas las partes de #Avengers quedo convencido de que #thanos es el #COVID19,😡,💪,👊,😠,💓
4154,#Thanos was right...  https://twitter.com/tedlieu/status/1257464805058703360 …,👊,💪,👌,👍,👏
4155,Started Revisiting Marvel Cinematic Universe from yesterday. I can do this all day. #MCU #Marvel #MarvelCinematicUniverse #CaptainAmerica #IronMan #Thor #Hulk #BlackWidow #GuardiansOfTheGalaxy #DrStrange #AntMan #Spiderman #Hawkeye #BlackPanther #Groot #Thanos,✨,👊,👍,🙏,💪
4156,"SNAP and the relationship is gone 🤣🤦🏾‍♂️..... Responsible clubbing > responsible drinking everyone 
•
•
•
•
•
#ReallyTho🤷🏾‍♂️ #marvel #endgame #scarletwitch #thanos #guesswho #date #relationship #cheat #angry #sad…  https://www.instagram.com/p/B_0JESVnTfA/?igshid=cnwott2am624 …",🎶,💓,👍,😜,✌
4157,Meme du jour #Thanos #Geek #Informatique pic.twitter.com/5kRaCu5h23,😪,👊,💪,💓,✌
4158,"The 20th guest post waded back into the MCU waters, when @FriedKeith contributed ""Despite the Genocide: Deconstructed Masculinity and Thanos Fandom"" in  April 2019

 https://themiddlespaces.com/2019/04/02/despite-the-genocide/ … #avengersinfinitywar #Thanos",😉,💪,😜,👏,👍
4159,"I'm more of a Pupusa guy 

#deadpool #xmen #taco #tacos #tacotuesday #thanos #captainamerica #ironman #thor #loki #blackwidow #hawkeye #hulk #spiderman #blackpanther #antman #avengersendgame #endgame…  https://www.instagram.com/p/B_0G2zzHuaU/?igshid=1wdjxtrc36a0v …",😜,😉,🙏,💪,🎶
4160,"Marvel Avengers in Quarantine! Full Video is on my YouTube with Thor, Loki, Black Panther, Korg and Many more! Over 15 voices in total!

Link in my Bio

#impressions #Marvel #voices #avengers #mcu #thanos #ironman #spiderman pic.twitter.com/9bVpmKhlo2",🙌,👊,😎,😄,👍
4161,"BOLSONARO FAZ ANÚNCIO OFICIAL DO NOVO MINISTRO DA JUSTIÇA! 
*Vídeo completo no canal.

#gameplay #gtav #bolsonaro #thanos #imprensa #jornal #política #sergiomoro  https://www.instagram.com/p/B_0EMNRjnM5/?igshid=1rlxggzmkikrl …",😎,💓,👊,🎶,👏
4162,Thick ass like #thanos to them 😂,😈,👀,😋,😏,😜
4163,"Getting some more commissions done.
(list is closed for now, sorry)
Jim Starlin's Thanos.

#Thanos #Avengers #InfinityWar
#Marvel #marvelcomics pic.twitter.com/UhO4w8fu6u",😎,😄,😉,👍,😜
4164,I LOVE YOU marvel & DC 💕💕💕❤️ #InfinityWar #Marvel #BlackPanther #Thanos #IronMan #Hulk #CaptainAmerica #WinterSoldier #Groot #Punisher #DrStrange #Spiderman #Thor #Loki #arrow #WakandaForever #AvengersEndGame #Avengers #FalconAndtheWinterSoldier pic.twitter.com/4SOpQ602sB,😍,💙,💓,💛,❤
4165,I LOVE YOU marvel & DC 💕💕💕❤️ #InfinityWar #Marvel #BlackPanther #Thanos #IronMan #Hulk #CaptainAmerica #WinterSoldier #Groot #Punisher #DrStrange #Spiderman #Thor #Loki #arrow #WakandaForever #AvengersEndGame #Avengers #FalconAndtheWinterSoldier pic.twitter.com/qvBXRgQg9x,😍,💙,💓,💛,❤
4166,Majestic AF 😍🐶 #Thanos #mamasboy pic.twitter.com/BtO21lmoTJ,👍,💙,💓,💖,✨
4167,Iron Man Vs Thanos - Dragon Ball JUS Edition Ultimate - MUGEN 2020 | Sil...  https://youtu.be/0nugEseJv9c  via @silvagamesofc #ironman #thanos #avengers,💓,😎,👊,👍,💪
4168,Watched Endgame last night.  Hoping to play Thanos Rising today...one of my favorite co-op games.  In a #marvel mood.  #boardgames #thanos @TheOpGames pic.twitter.com/oH1pDAtwdE,😎,👊,💙,😄,👍
4169,"Thanos and Corona
#Memes #meme #Thanos #Endgame #Corona
Via. @9GAG pic.twitter.com/KVzCZJl3t0",😜,😄,✌,👍,💓
4170,"Imma put more hashtags because my bby didn't get enough likes
#avengers #avengersinfinitywar #avengersfanart #ironman #thanos #blackwidow #jazza #art #emojiart
Ok I'm out of ideas so hope this will work ;-;",😬,😢,✨,💖,🙏
4171,"The dude needs to be bald, purple, have a weird chin, and say that he is a bad guy so you don't miss the point. 
#thanos #avengers #redqool pic.twitter.com/PFZrqShpK3",😳,😐,😈,😷,🙅
4172,"Ok, I’ll admit, Thanos’ gauntlet is pretty awesome.

#Avengers #Thanos #InfinityWar pic.twitter.com/ooboFETPDQ",😜,😉,😄,💓,👍
4173,"Tik Tok is our best friend in quarantine. What about you?
.
#thanosmemes #thanosmeme #thanos #dancemonkeydance #dancemonkey #dancemonkeysong #tiktokers #tiktokdance #tiktokmemes pic.twitter.com/3BrlPy5bvD",😷,💓,😉,✌,😜
4174,Hey all you #comicbook fans of the twitterverse.  My finished #Thanos the #madtitan #Marvel #Avengers pic.twitter.com/S9Ozqkgbkr,😎,👏,✌,😄,👍
4175,"Well if ask how 2020 so far if we yet combine a #Thanos snap & anti-monitor's anti-matter wave

You""re answer be likely we're so F--- in ways cue bad worst year feel mood.",👀,✌,😅,😉,👍
4176,#SocialDistance #Epidemic #HandSanitizer #Mask #Gloves #Survive #Purge #Thanos #MakeAWish #NewDay #EndOfTheWorld #NewWorld,👊,💪,🙏,🎵,🎶
4177,#ebonymaw #Thanos  pic.twitter.com/oj3yhpIrHR,✌,😍,👍,💛,💓
4178,OOOOOF...  I would of cried  lol #IronMan #Avengers #Thanos  pic.twitter.com/DE1S3ArtvF,😭,😂,💔,💓,😢
4179,@Rekha55734106 @RVCJ_FB @funnyordie #endgame1year #Thanos it's. Just for fun  pic.twitter.com/U0PATu6uvH,😄,👍,💓,😉,😜
4180,"ini kira-kira kalau buat jentikin covid19 bisa gak ya gan? 
#covid19 #theavengers #TonyStark #thanos  https://www.instagram.com/p/B_zWNCWnbDa/?igshid=1do2pugc1wb1x …",😣,😢,😜,😓,😅
4181,#Thanos,😍,💪,💙,💛,💓
4182,The latest THE SUPERHERO POST!  https://news.thecomicsmaven.com  Thanks to @ebookdigest @gene_takovic @Dfo70News #theavengers #thanos,💙,👊,👏,👍,💪
4183,sixfanarts #peliculas #comics #avengers #vengadores #gemasdelinfinito #accion #ironman #thor #thanos #digitaldrawing #buenosaires #marvel #picsartcolor #diseños #disney #dibujando #digitalart #lapadawans #venom…  https://www.instagram.com/p/B_zRl7qDqnt/?igshid=10jyqi47v33qo …,😌,😢,🎶,☺,🙏
4184,#marvel #avengers #thanos #infinitystones #madtitan #endgame #sticker #stickers Check out this item in my Etsy shop https://www.etsy.com/uk/listing/724498659/stanos-aka-stan-smith-x-thanso …,💪,👍,✨,🎶,🎵
4185,Have you done a marathon of the #MCU yet? Here's our watch list to guide you. #IronMan #CaptainAmerica #BlackWidow #Hawkeye #Vision #Avengers #BlackPanther #CaptainMarvel #Thanos #Loki #Thor http://ow.ly/niNI50yRSwV ,😊,🙏,💪,😉,👍
4186,"#JusticeForApril when will animal cruelty ever end?
#India #WorldProblems
#AnimalCruelty
It's horrible to see humans beat animals just because they roam around. They have as much right to live as we do. Bloody scumbag humans
#Thanos the time is right and ripe now
#Target #Attack",😞,💔,😠,😡,😢
4187,"Considerati i protagonisti potrebbe venire fuori qualcosa di interessante 🙃
#PeterDinklage #JoshBrolin
#TyrionLannister #Thanos  https://twitter.com/badtasteit/status/1257339506728075272 …",😢,😠,😜,🙏,🎶
4188,"Do we really deserve this earth as a human race.
#Thanos was right all along",😔,😢,🎵,💔,🎶
4189,#Thanos  https://twitter.com/titil0pe_/status/1256542204639789056 …,👊,👏,💛,💪,💓
4190,#Thanos  https://twitter.com/titil0pe_/status/1256542079443927040 …,👊,👏,💛,💪,💓
4191,"Your #CaptainMarvel would've chewed up #Thanos & spit him out B4 breakfast without even noticing it
CM, waking up: YAWN {Cough}
Man Candy: You okay? Ya just spit out something purple
CM-Whatevs...{Wipes off with tissue, flushes down toilet} Coffee ready?
AND THERE BETTER BE BACON",😑,💀,😂,😴,😷
4192,Best Year 2020 for #Thanos  pic.twitter.com/JAiYw1mHIt,👏,💙,💛,👍,💓
4193,"OK y'all, who is the Ebony Maw to #Trump's #Thanos?",💀,😳,😐,😕,👀
4194,"the opening of #LiquorShops shops inspired by #Thanos , to get rid of the #Alcoholics ? 
If not and it looks like a mistake now, rather then allowing states to increase taxes - SHUT THEM DOWN🙏

70%  of taxes on #alchohol and no one is crying!!!!",😠,🙏,😡,😕,👍
4195,"Respected @narendramodi , Was the opening of #LiquorShops shops inspired by #Thanos , to get rid of the #Alcoholics ? If not and it looks like a mistake now, rather then allowing states to increase taxes - SHUT THEM DOWN 🙏🏻🍺
@OfficeofUT @ArvindKejriwal @BSYBJP pic.twitter.com/PjYyiFXjWx",😞,👍,😠,😕,😡
4196,#thanos #marvelcomics #Geek #Superheroes https://twitter.com/JuanErasmus10/status/1256331860046536704 …,👊,😠,🎶,💓,💪
4197,Can someone #Thanos snap Laettner out of this? kthanks. #dreamteam https://twitter.com/NBCSports/status/1257486420253515776 …,👍,😠,😡,🙏,👊
4198,"In action today is the Marvel Legends Cosmic Ghost Rider!
 #marvellegends #marvelcomics #marvel #johnnyblaze #ghostrider #spiritofvengeance #punisher #thanos #silversurfer #powercosmic #toyphotography #toyartistry #toyphotoshoot #actionfigurescommunity #actionfigures #hasbro pt.2 pic.twitter.com/tP8c1DjRgH",😎,😈,💪,✨,👊
4199,"In action today is the Marvel Legends Cosmic Ghost Rider!
 #marvellegends #marvelcomics #marvel #johnnyblaze #ghostrider #spiritofvengeance #punisher #thanos #silversurfer #powercosmic #toyphotography #toyartistry #toyphotoshoot #actionfigurescommunity #actionfigures #hasbro pt.1 pic.twitter.com/VE82TXcVZa",😎,😈,💪,✨,👊
4200,"continuing the marvel binge and the “glammed up with nowhere to go” initiative. the worst villain, besides Dolores Umbridge, ✨Thanos✨inspires tonight’s look. #Avengers #thanos #makeup #quarantinemakeup pic.twitter.com/NMUt4vjube",😉,😎,💪,😈,👍
4201,"today is GROOVE is holiday🐑
#InfinityWar #Marvel #BlackPanther #Thanos #IronMan #Hulk #CaptainAmerica #WinterSoldier #Groot #Punisher #DrStrange #Spiderman #Thor #Loki #arrow #WakandaForever #AvengersEndGame #Avengers #FalconAndtheWinterSoldier pic.twitter.com/beUCUek9AS",👍,😄,😎,😜,🎶
4202,"Thanos from marvel movie of avengers endgame and infinity war 🖤 prismaColor on vellum board ✍🏻
#InfinityWar #TheAvengers #Thanos #drawings #coloredpencil pic.twitter.com/qatHhWtxcs",💪,😄,👊,💓,👍
4203,"The Summaries of Bangladesh Cricket in 2019 – Part II 
#cwcpointstable2019 #commando3 #thanos #callofdutywarzone #www.kalerkantho.comonline http://disq.us/t/3ofngww ",💪,💓,😎,😄,👍
4204,Thank you Mr.Stark. #iloveyou3000 #tonystark #ironman #iamironman #thanos #infinitystones #avengers #endgame robertdowneyjr  https://www.instagram.com/p/B_ycDJ5HQr2/?igshid=4ewqe6tsqpgz …,😄,👏,👍,🙏,💪
4205,My Funko Pops that are either holding or wearing the infinity gauntlet/nano gauntlet. #ironman #spiderman #ironspider #professorhulk #hulk #thanos #iamironman #andiamironman #iloveyou3000 #iaminevitable…  https://www.instagram.com/p/B_yZXgxAXdX/?igshid=px42t7y43d43 …,💙,😎,🙏,👍,💪
4206,"Since the city quit picking up trash and yard waste, it's all piling up like #Thanos snapped his fingers or something! Expecting Ant-Man to appear in my trashcan soon.",😖,😤,😕,😠,😡
4207,"A melhor imagem de 2020 😂
#marvel #thanos #avenger #capitaoamerica #ironman #homemdeferro #homemaranha #spiderman #thor #hulk pic.twitter.com/vZgeLvz75w",👏,👊,❤,💓,💛
4208,"Why is Thanos overused in the comic books!

Its as if Marvel is out of ideas for villains COME ON!

i do like him in the movies tho because it was the first version i saw and the most interesting version.

#marvelcomics #Thanos  pic.twitter.com/1SziGdA7va",😈,😢,😤,😠,😡
4209,Pregunta totalmente necesaria y útil. Quien ganaría entre #Thanos y #DarthVader ?,💓,😠,😉,👊,💪
4210,@Marvel Seem familiar? #thanos #mascot pic.twitter.com/afjX51PE82,👍,😂,😉,😜,😄
4211,"Here's my ArtvsArtist ✍🏼 

I've always loved drawing people but over recent years I've become obsessed with portraits 🖤
#illustration #comics #artistsoninstagram #joker #batman #spiderman #captainamerica #themask #thanos #marvel #infinitywar #arsenal #artvsartist #artistvsart pic.twitter.com/YgEZXHn39Z",💖,👍,💙,💜,✨
4212,"Infinity stones are nice but necrotic god swords are also cool. Marvel gives readers no shortages on universal busting weapons. 
#marvel #mcu #necrosword #odin #Thanos #AvengersEndgame #lists #comics #comicbooks #nerd #geek #blog https://twitter.com/PiffEngineer/status/1162840815791722496 …",💪,👍,😎,👊,🔫
4213,"Quand les lumières s’éteignent... 😱🔥🤩 @prevailactive therussobrothers marvelstudios avengers hottoyscollectibles @collectsideshow schwarzenegger jamescameronofficial t2movie @PureartsLimited dccomics 
#Thanos…  https://www.instagram.com/p/B_yKa2gjAIt/?igshid=aw1urng4a0gn …",🎵,🎶,😜,👍,💪
4214,"Mañana a las 21 00 hrs de 🇺🇾, prepará tu guantelete, hablamos en vivo con @juancarlos_tinocorip, la voz de #thanos, Jiren en #dragonball, #therock y mucho más!
Nos vemos el mañana!

#avengers #marvel #AvengersEndgame #thanos #dragonball #comiccon #comicconvention pic.twitter.com/g1qf0Sov2c",🎵,💪,🎶,💛,💓
4215,"Added the stones. I think this is my best one yet, as far as #zbrush goes. I'm really happy with it. #ZBrushAtHome @MarvelStudios #Thanos  pic.twitter.com/C0OxvoPf9f",😉,☺,😊,😄,👍
4216,#Marvel #MCU #Thanos #BlackWidow #TaikaWaititi #DoctorStrange #SpiderMan #IronMan #CaptainAmerica,😢,🙏,🎵,💪,🎶
4217,Can we go back to the plan that #Thanos had? I like that better than death by #COVIDー19 or #KillerHornets.,😈,😐,😬,🔫,👍
4218,Evening sketch: Ironman and thanos #art #artist #artistsoninstagram #sketch #sketchbook #sketching #sketch_bw_drawing #avengers #avengersinfinitywar #ironman #thanos #mcu #marvel #marvelcomics #fanart #robertdowneyjr #joshbrolin @RobertDowneyJr @JoshBrolin_ pic.twitter.com/PPItP4HgAN,😜,👊,💓,💪,👍
4219,Calling all #MCU stans to make the right choice #Marvel #SpiderMan #CaptainAmerica #IronMan #Thanos #TaikaWaititi #BlackWidow #BlackPanther #Venom #AvengersEndgame #Avengers #Hulk #Thor #CaptainMarvel #DoctorStrange #marvelcomics https://twitter.com/The_GeekyGator/status/1257419102681010178 …,😈,😜,👍,💪,👀
4220,"Since it’s #StarWarsDay and the 8 Year Anniversary of #TheAvengers 

Who will go down as the greatest galactic villain of all time? #DarthVader #Thanos",😜,👊,😠,😡,😈
4221,"Since it’s #StarWarsDay and the 8 Year Anniversary of #TheAvengers 

Who will go down as the greatest galactic villain of all time? #DarthVader #Thanos  pic.twitter.com/LiMyM9ZpeU",👍,😜,😠,😡,😈
4222,"Algo de errado não está certo 😂
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#AthenaSecurity #AthenaMeme #Humor #Thanos  pic.twitter.com/ZlhXAT6VLY",🎵,😉,🎶,🙏,💪
4223,#Thanos are right.,😋,😌,👏,👍,👌
4224,#Thanos  https://twitter.com/5qeem/status/1256776695807262720 …,👊,👏,💛,💪,💓
4225,"#Cinéfilo
Un cierre ideal para todo un siglo de peliculas #AvengersEndgame de the #RussoBrothers es una pelicula con un buen guion, escenas que quedaran en la historia del cine la actuación de #RobertDowneyJr y la frase de #Thanos genial
""I Am Inevitable""  pic.twitter.com/Fo8CJqCN5b",💪,😉,🎵,💓,🎶
4226,What do you think ? #Thanos #BillGates #VAXXED #vaccines #AbortionFreeStates #EkkOk pic.twitter.com/ObfTVawwMP,👍,✌,😜,😄,💓
4227,"THANOS process
Time-lapse

#ConcursoMarvfest
@MarvelFansCol
#IlustracionMarvfest #UMCfans #Marvel #Thanos #Ink #Pentel #comics pic.twitter.com/mGPgsfwP8j",✌,💓,😉,💪,👍
4228,"@vincentdonofrio as I mentioned, I am rewatching @Daredevil @netflix seing your character portrayal of #wilsonfisk is very profound. What methodology did you use to create the sense of his heroism that he was convinced with. I find it very similar to that of #Thanos in the #MCU",😜,👏,😄,😉,👍
4229,#Thanos was right...  https://twitter.com/KTLA/status/1257387840239009792 …,👊,💪,👌,👍,👏
4230,Did you see #InfinityWar? Take on #Thanos and his thugs yourself with Thanos Rising - @Avengers Infinity War cooperative #boardgame from @TheOpGames. Will you save the universe?  http://www.sahmreviews.com/2018/04/usaopoly-thanos-rising-avengers-infinity-war.html … #InfinityWarEvent #Marvel @Marvel #gamenight,😎,✨,😉,✌,🙏
4231,I hate people - #Thanos was right...  https://twitter.com/Power1051/status/1257382404450398208 …,😑,👊,😤,😠,😡
