,0,1,2,3
20755,@whitespot55 26 ODs from GHB forced the police to close the venue halfway through tyDi's closing set!!   #asot400,👍,😠,😡
20756,wondering where should I go for dinner... Should I stay put and eat Instant (again  ) or cab to Sembwang Shopping Centre...?,😋,😬,😕
20757,I am not ready for this holiday to be over ,😫,💔,😢
20758,@rcf89 we won??!!! yay it's been a while! gonna post some pictures now (didn't have internet while watching the race  ),😉,😜,😄
20759,"@puppaz I know, she has to move...    You'll have fun anyway, hm?",😞,😢,😔
20760,Is now on the piccadilly line after landing at 9am. Left 30 mins late landed on time. Back to work tomorrow. ,😴,😞,🔫
20761,@APES Still not watching  sorry .. i just woke up.,😕,😬,😳
20762,"@JoelMadden I thought this too but its an awful thought, mum says no more dogs after this, the end of their life is too hearbreaking ",😞,💔,😢
20763,is tired ,😞,😪,😴
20764,"@storycorey Hey &lt;3 I gotta go offline now, get sleep and stuff  But we can totally call tomorrow or something? ILY, congrats on the Mac &lt;3",😘,💕,💖
20765,Staying up all night = no gecko playtime  this insomniac is going to sleep! #bakeoff tomorrow! Then study #the.. http://tinyurl.com/dk5gda,😣,✌,😴
20766,"Visiting friends and relatives for a while tomorrow, but may have to battle peakhour traffice on the highway... yikes! ",😖,😳,😬
20767,"Can't sleep, going to be tired during church ",😣,😞,😴
20768,Last day of spring break. Au revoir ,✋,😢,✌
20769,@fionnkidney hope it all goes well so annoyed I couldn't be there have to workies ,😢,😡,😞
20770,wants and ipod tuch  x,🙊,🎶,🎵
20771,@robertbrook You're getting about abit today! I'm going to take myself off to the river for a wander - after dreaded gym ,😬,🙈,💪
20772,@jordanknight You do realise all this talk about the cruise and summer tour being so great is making us fans in Europe sad? xx ,😔,😞,😢
20773,@melstar001 I know! Amazing. I feel bad for Sean  He was my favourite...,😞,😔,😢
20774,I'm like littarly shivvering of the coldness  &amp;&amp; I'm kind of hungreyy!,🎶,😜,😖
20775,"Ate at Jimmy Buffetts for dinner. Here's my review: Island grilled Chicken Salad : thumbs down. Chix was processed, not fresh grilled. ",😖,👍,😷
20776,unfortunately i have to do some work now ,😒,😔,😞
20777,hates these damn allergies...mix in a cold and asthma...oh joy....sleeplessness nights ,😣,😖,😷
20778,What has Natalie Bassingthwaighte done to her hair tonight? ,🙈,😷,😳
20779,Someone somewhere didn't like Factory Balls 2 http://tinyurl.com/d7458t ,😕,😐,👀
20780,@talieshablackie nup  what was it?,🙊,😳,👀
20781,kinda devastated that sean didnt make it back in  now I'm team bob and sharif!!,😔,💔,😢
20782,"@prosperitygal damn, if only I'd seen your message 2 days ago, we could have had great 'coffee' together ",😢,😔,😞
20783,"@ddlovato Your in germany? i am too,baumholder.  i never seen a celebrity in concert .'cept Lil Jon.",😜,😄,😉
20784,"Slowly waking up, missing day two of the hackathon due to a sudden illness ",😓,😞,😷
20785,Going to do battle with rush-hour traffic tomorrow.....  not so much fun....,😖,😞,😣
20786,Waiting for delivery of replacement phone - 9-1.00 oh joy ,😒,😐,😑
20787,jetlags suck. Awake active in the morning and then suddenly... it hits you ,😪,😑,😠
20788,Oops I have a homeworks to do! Lazy ,🙈,🙊,😴
20789,"@patinabox mines going fast, but ram is maxed out and cifs is down. ",😞,😔,😢
20790,working through a number of ideas for my Write Anything article ... and coming up cold ,😖,😬,😷
20791,home. I think I left my jacket somewhere ,😑,😐,😕
20792,"@amazingphoebe jumped off the trampoline, landed funny. already a massive bruise, think i might have sprained it ",🙈,😬,😕
20793,is looking after a sick steve ,👌,👀,😷
20794,"@JoelMadden i have a dog, her name is madden she will never die  get outta town",💀,😂,😎
20795,Lost 5 followers  What am I doing wrong?! :'(,😓,😢,💔
20796,@liamadrid Aww Ate Lois ?  Bawiin mo na lang sa 18th birthday. :&gt; :&gt; I bet it would be really fun. :&gt;,😄,💛,💓
20797,"Time for an antihistamine methinks, and maybe a trip back to the doctors ",😬,👍,😷
20798,@marginatasnaily unfortunatly I'm workin ,😏,😎,💪
20799,"@stephaniegouws yip, almost everyone in my house have it ",😅,👍,😉
20800,me and my big mouth. this is so upsetting ,😪,😔,😢
20801,Cmot isn't well  I don't think he has many more days left ,😞,😔,😢
20802,"@amazingphoebe i would have preferred to have known you didn't want me to go, then to think you don't care ",😔,💁,💔
20803,AubreyODay OMG u are soooo gorgeous haha sorry ,🙈,😘,🙊
20804,@IvanIker 5 hours! and i wish i culd go!  #asot400,😣,😢,😫
20805,@gulpanag try twitterrific for iPhones. New iPhone coming out in June. My last reply about mumbai was a joke no offense ,😢,😡,😕
20806,i miss home... i wanna fly back ,😔,😢,💔
20807,@iamdiddy when do i get &quot;locked in?&quot; ...... discrimination ,😡,😠,👍
20808,"Alive now, but lonely as Sarah has had to work today ",😢,😔,😞
20809,"Surprisingly, after 4 yrs of bitching about having to attend classes, I wish I could attend some more.. ",😔,😞,😕
20810,Met my brother's family at the airport earlier. My niece is as cute as ever. Only she was tired and cranky from the flight. ,😄,😊,☺
20811,"Is back form Ireland. Had such a great time , I didn't want to come home but I got my dog and family to tend to, so I had to come back ",☺,👍,😊
20812,noone will see these updates! i have no followers ,😞,😢,😔
20813,blog update http://tinyurl.com/cyj5qe and now I'm going to iron ,😁,👍,💪
20814,Had great evening with Tina last night. Watching QoS. Wish I didn't have to work today. ,😔,😢,😞
20815,"Formula 1 was fantastic this morning, I really enjoyed it. I'm so happy to see Redbull taking P1 and P2. I was sat to see Sutil wall it. ",😊,👍,😄
20816,I'm waiting for the dailies to reset. What a sad life I live ,😪,💔,😢
20817,"the cab driver was so hitting on me, I hate that cuz now he knows where I might live ",😤,😡,😠
20818,i'm so tired...nedd food too  #asot400,😞,😣,😴
20819,my phone still doesnt work.  damm it,😤,😡,😠
20820,bought a new car but a brake pad has gone so can't drive it!!!   gutted! Off to Halfords for a temp fix until tuesday,😠,😢,😡
20821,@laryissa haz no foodz? me neither  make English bringz ze foodz? i like zzzz. leaving soonz. i wanna watch Mulan!,😔,😞,😢
20822,"@amazingphoebe well, not really care, just like, you didn't want me to stay  sjkdfhasdf and don't say that ",💁,😉,✋
20823,Chilling at home on my mac feeling sick ,😓,😖,😷
20824,"is Awake, feeling the same as last night.  http://plurk.com/p/oylx3",😣,😴,😷
20825,woke up. school tomorrow  test on tuesday yay ,😅,😑,🔫
20826,"Formula 1 was fantastic this morning, I really enjoyed it. I'm so happy to see Redbull taking P1 and P2. I was sad to see Sutil wall it. ",😞,😄,😢
20827,english homework ,😫,😪,🔫
20828,@AndyVV Omg no! where am I to download stuffs from nao? ,😣,😭,😢
20829,@JoelMadden Damn you Joel Madden lol you told us the end of the movie why why why..... ,😂,💀,😭
20830,"@MiDesfileNegro Yes,i'm bored . and I feel sad  about some reasons ",😢,😔,😞
20831,Why am I up so early... The joke is I can't get back to sleep ,😠,😩,😫
20832,could it get any worse for kimi  try you fucker!,👊,😠,😡
20833,That is so not fair ! Some are having fun and I'm still stuck in this town with nothing to do ! ,😫,😡,😠
20834,"I have to go....seriously  See you all later, take care!",✌,😘,😢
20835,I hate 1 day weekends. ,🔫,😡,😠
20836,"wants to go to Carins for a holiday before going back to dreaded uni, but might not, cause i might not have the cash for it.  ",😔,😞,😢
20837,Now car camping. Extreme winds blew our hand-me-down tent over and leaks bad. ,😠,😬,😡
20838,@tiffanyr0se DAMN NO LOVE FOR MY HOOD  SMH,😢,😪,😔
20839,didnt get to ride a horse! ,😫,😠,😡
20840,"@sebby_peek i did want you to stay, but after last night i'm all scared of pissing you off again  i don't want you to not like me again ",😔,🙈,😢
20841,"@stoppingthetime aw, that sucks  I think dry cleaning might be the only option?",😔,😞,😕
20842,"@ODannyGirl7 but, those are my solid summertime views.  july/august is WAY too late. ",😞,😕,😢
20843,Night ended bad  reationships are WORK! No need for deteis but married life is interesting to say the least.,👍,🙈,😴
20844,"Mourning the death of my camera, you will be very, very missed ",😪,😢,💔
20845,"@minusone true, no unicode.  but picture, actually the logo. lol",👍,😜,😉
20846,just feel and hurt my kneee aww and it hurts  ,😔,😢,💔
20847,No ganja means insomnia  No medicine means no sleepin...,😣,🙅,😴
20848,Being thankful I didn't bother going to watch the defensive horror show yesterday... ,😬,🙏,🙌
20849,Restless on a Sunday night again... ,😴,😞,😣
20850,It's still early and I'm @ the room ,😒,😐,😑
20851,Now owes 700$ AMDA and still has to pay 220$ for my plane ticket to cali land! WOW no more star bucks ... ,😢,😠,😡
20852,@EverywhereTrip I found out from a friend's mom that she had died.. through facebook. kinda sad  she had bulimia (she was 23),😕,😞,😢
20853,@krist0ph3r hey! it's open to all wimmin! We lust &amp; drool too ,😋,😉,😜
20854,got up at 10am... wondering what the day will bring...NO SUNSHINE for sure  ... me wants the summer back,😓,😣,😞
20855,Doing religious studies coursework..badly ,😓,😣,🔫
20856,i'm at home while my boyfriend is at the club. i wish i was there with him ,😢,😞,😔
20857,"@Takhisis_uk aww no, poor bubba ",😔,😞,😢
20858,BEACH WAS BORING ,😑,😒,😴
20859,@quezed Ouch in regards to your Mech.  Heh probably should have some sort of warning sign w/silohette of Mech with outline of fire.;),😉,😬,😜
20860,Phone is sleeping in a zip lock full of rice. ,😐,😑,😴
20861,Watching Dirty Dancing. Favourite movie of all time. Sad that Patrick Swayze is so sick these days. ,😔,😞,😢
20862,Does not like the F1 scene.. not ONE bit.. ,😳,😐,🙅
20863,"@BW101 wow, they're pretty crappy subjects haha. Also, I was totally going to write you a letter to go with it but I didn't get time ",😔,😞,😅
20864,Shame about the rain Jenson! ,😢,😡,😠
20865,Unfortunately it is too windy to go zorbing now  Just trying to work out a Plan B.,😕,😞,💪
20866,tired after watching #f1. Exciting stuff. Must resist falling to sleep now  Cup of tea will do the trick nicely,😬,👍,😴
20867,Really doesn't want to have to get up at 7am tomorrow ,😫,🔫,😴
20868,@blazersedge ,😍,💛,❤
20869,Holy crap! Thunderstorm my ass! This is more like hurricane betsy! I just know my backyard is under water again.   ,😣,😖,😳
20870,Morning people! Last day of my holiday today. Back to work tmrw  It's a 14hr shift too!,😣,😢,😞
20871,No luvin for the evening ,😔,😞,🙅
20872,@drunkenmonkey87 what tesco you in? I need hangover munchies ,😖,😫,😋
20873,@floegurl I am sorry. If only I can warp myself there I'd do it. I wish I can comfort you right now ,😞,😢,😔
20874,Hayfever time  not good!,😠,😖,😷
20875,D-10 to Mid term... Get away ,🙅,👊,🔫
20876,"@FionaMassie exactly same as me, bad, bad, bad. ABC starts tomorrow. Got friends coming round today for dinner ",😄,😉,👍
20877,Only just woke up and yet still feel like i havent slept at all ,😞,😣,😴
20878,did the aircon just died/off? ,😢,😐,😳
20879,wembley stadium was fantastic but as is the norm The Arsenal didn't pull it out of the bag! ,👏,🙈,👍
20880,"I am completely lost. It's 2:30 am, I'm somewhere in l.a., and have no idea how to get to Placentia from here. Google maps isn't working ",😐,😕,😳
20881,Not feeling good. Must have caught something from somebody! ,😣,😖,😷
20882,has fever  http://plurk.com/p/oymjg,😖,😓,😷
20883,just got home from work. i locked kadin out of his apartment last night so he had to sleep at mine. my eftpos card was inside as well ,😅,😐,😑
20884,I really enjoyed last night! and i am truely sorry for giving Mel my cold ,😢,😬,😷
20885,"it's already 2:22 am here, I need to sleep now for tomorrow's worship. I'm still sick  Pls pray for me.",😖,🙏,😷
20886,@dbdc ive never had one of them ,😕,😅,😳
20887,@bradiewebbstack aw! you poor guy! don't you hate the hurty cyring leg feeling? ,😞,😕,😢
20888,omg I hate obligation instances ,😷,😠,😡
20889,"Ooh! Its going to be so cold in the garage, and I have no more moroccan tea left ",😖,😫,😢
20890,@jessicastrust @ParentStudent I'm losing followers  i shall go sit here quietly and sob quietly... waiting for my free shipping to arrive,😣,😞,😢
20891,"@BondiVet my cat is obese, she's 19 and has kidney failure, she twitches a lot but she's very happy....dreading the day though ",😣,😞,😕
20892,@noberts i don't remember leaving Big Red ,😬,😅,😳
20893,"@bradiewebbstack aww, poor bradie  where did u all have to walk?",😔,😞,😢
20894,"oh joy, GMail down again! This is getting silly, it used to be so reliable now it is flaky as hell ",😤,😠,😡
20895,"i said goodbye to Merran as she leaves for her 3 week trip to america to see Richie. Sad, dont want her to leave ",😔,💔,😢
20896,@aileenabigail hi you! ..is your YM working? ,☺,😄,😊
20897,"@EstherMoscatel well, umm...  I can't really get anywhere before the train comes in 1/2 hour ",😕,😅,😬
20898,kory is drivin my car ,😠,😳,😡
20899,"@geeksthenewcool i'm on tour with hell's belles!! sellin' t-shirts!  we go home tomorrow, though. ",😜,😄,😉
20900,Holy shit ! I wanna PrisonBreak new episode ,😭,😬,😫
20901,@bradiewebbstack where were yoou walking? hope your legs stop hurting ,😜,👀,😉
20902,"@whatever1013 things come and gone, slipped through my fingers.  One of those &quot;I should've&quot;, &quot;I could've&quot;, but I didn't.",😞,💔,😢
20903,"worry, worry, worry waiting for the call to go to recovery ",🙏,🎶,💪
20904,@ianshepherd First of many no doubt ,💯,😉,👍
20905,I'm hurting mahself n i just don't know what to do about it!!!!!! ,😖,😢,💔
20906,@PaulaCoMayo I hear ya sister. Vodka is not my friend this morning ,😖,🙅,😷
20907,"Running #android on my Openmoko Freerunner. Eye-candy UI, makes good use of both HW buttons for navigation. Linux base OS not as nice. ",😠,😉,👍
20908,says my poker ranking is  going so so down! http://plurk.com/p/oymuc,😠,😜,😎
20909,I rubbed a mixture of oatmeal and honey on my face. I hope this helps to get rid of the oily-ness. ,😷,😣,😖
20910,Working on the last part of the uninstaller.. So boring ,🔫,😪,😴
20911,@ the office on a Sunday ,😬,😑,🔫
20912,Ma'am. I don't have any  but I can totally take sum,💁,😏,😌
20913,cant sleep  Help me clear my head.... please! *sigh*,😪,😣,😞
20914,sat at home being depressed ,🔫,😔,😞
20915,@lunacyxx Oops I meant to do a sad face: ,🙊,😳,😬
20916,"@gracefreeman grace you just made my day, it's such a good album!! not many people i know like it tho  favourite track?",🙈,🙊,😄
20917,@DonnieWahlberg Pls send your love to the UK... ,💙,💖,🙏
20918,@TzafrirR Why not use an airplane? ,😕,😜,😉
20919,"@gillalexander Going to bed at 11, when young wouldn't even have started THINKING about going OUT before 11 ",🙈,🔫,😴
20920,"Just tried walking in her bride maid's shoes for my sister's wedding.. and i'm 6 ft 2 in them! Owwwiee, heels are so painful! ",😣,😫,😖
20921,@littlecheetah47 Thanks!!! But I needed that Aspercreme! ,☺,😊,😘
20922,@mark_hooper I'm afraid I ended the night talking utter garbage at your dad.  Ace do though. Rah!,👍,😳,👊
20923,I am severly hungover ,😣,😖,😷
20924,@HurryDowns I dunno. Just woke up. ,😐,😕,😳
20925,back from hell! been there and back this last week  RIP Drew,🙏,💔,😢
20926,@amazingphoebe i don't know what to say or do  i love you ,😘,💛,❤
20927,bored...nothing to do ,😕,😪,😴
20928,@JoelMadden That film broke my kids hearts i had them crying for about 3 hours. And it had me upset before it even got to him dying to ,😪,😢,💔
20929,@postsecret Why isn't CLGD available to preorder in the UK? ,💔,😞,😢
20930,"@SirEdwardCullen  why don't you have any of my puppy love? ;( makes me so sad. I have crappy pictures of him, my phone cam is gay. ;[",😞,😢,💔
20931,@koobear shit. thats why india is the best place for IPL ,😎,😉,👍
20932,@CunxT to little to late ,😏,😉,✋
20933,I'm guilty of that too. Feel bad about that ,😔,😬,😕
20934,morrrinnn  ive just woken up and i feel awful.. :/ BAD TIMES ,😣,😖,😷
20935,"@MWEB1 Not been yet, was hoping to go today but got lots of paperwork to do! ",👍,😕,😞
20936,- why i'm already contemplating skipping church? heathen status ,✋,💁,✌
20937,@sukickwong haven't listened to music in ages? I'D DIE ,🎵,🔫,😍
20938,Jus woke up from a crap nites sleep again!  n realised its bk 2 college 2mora ahh  x,😣,😴,🙈
20939,"Morning everyone! It's a beautiful day, the sun is shining...and Im stuck inside studying ",😣,😞,🔫
20940,"it's already 2:22 am here, I need to sleep now for tomorrow's worship. I'm still sick  Pls pray for me.: it's .. http://bit.ly/m8UKS",😖,🙏,😷
20941,Hurray! My first porn actress follower! Bonus! Although somehow I don't think she was interested in friendship. /block ,😉,😜,😄
20942,"@jessica_meow haha silly fezz, its not ym fault i was friken bored all day  lol",😄,🙈,😜
20943,@M_teamemmett chantel wants to know what the random bands name is...and its not mcfly... ,🙈,😜,😉
20944,"Finally woke up,had an awesome time last night now to go home nd start doing whatever homework I have ",😒,👍,🔫
20945,"While I was out stagging last night, my wife went to play a DVD and the Xbox RRoD'd ",😑,👍,😳
20946,Still in bed writing more dissertation and all I really want to do is to sit and play flock ,😓,😫,😴
20947,Need a new case for my new upgraded BB - I keep dropping it ,😓,😩,😫
20948,"@EssinEm Did that once, but mine was HP Sauce   What a mess.",😕,😷,😖
20949,"school tomorrow, i wont last a whole term.  ",😪,🙅,🔫
20950,"Damn, I thought I had successfully ousted that cat, but she came home ",😔,😕,😢
20951,no 1 on msn ,😢,💔,🙅
20952,"@KneeGrowSODMG yeah, youre the only person who welcomed me lol. ive had this for like 4 days and have only 3 followers  that made me f ...",😑,😅,😂
20953,cbf doing homework ! but i have to ,😣,🔫,😫
20954,eco hwk makes my brain ache soooo much ,🔫,😣,😖
20955,really effin tired.. and not ready to face reality tomorrow ,😪,😞,😣
20956,"right, i haven't got a clue what i'm going to do today... :/ very very bored, and tired ",😞,😪,😴
20957,"@sebby_peek everything i want you to say, would just be a lie  i love you too ",❤,💛,😘
20958,my bed broke ,😢,😫,💔
20959,"@JoelMadden a kid was bawling as we left the cinema, full on uncontrollably a reaming &quot;the dog!!!&quot; ",😭,💔,😢
20960,Listening to music since I got fed-up of hearing @cpearson1990's ;p  I tried to be sneaky and bag the decent headphones. I think I failed ,😣,😕,🎵
20961,Just out of bed hungover again ,😖,🔫,😷
20962,"@JoelMadden My puppy died two weeks ago, I was going to see Marley &amp; Me with my mum but I don't think we will now. Damn life ",😞,💔,😢
20963,Watching donald trump on larry king. Pretty beat after all the travel. Think I caught a cold from NYC to Vegas  Drats!,😖,😬,😷
20964,Rock Band is So Addicting!! I Got Burnt to a Crisp. Someone stole my parking space so I parked on my front lawn with my cellphone in it. ,🎶,😠,😡
20965,"okay, tomorrow school again, today I have to do a lot of schoolwork - I HATE IT! homework is so boooring  arrgh",😖,😡,😠
20966,@bradiewebbstack aww poor bradie  *hugsss*,💔,💓,😢
20967,is heading back to depressed'ville... i hate this ,💔,😣,😢
20968,@lapetitedame ASHLEYYY! heyz how are ya? omg school tomorrow  this sucks. big time.,😣,😢,🔫
20969,english essay ,💔,😪,🔫
20970,so not looking forward to school tomorrow ,😞,😣,🔫
20971,I have never been sooo tired...when is this shift going to be over ,😫,😣,😴
20972,"good news, bad news...Warming relations with Havana!!!  Good cigars!!!  After taxes though, will be 1000.00 for one ",😕,😢,👍
20973,in her room not wanting to revise! i hate exams ,😫,😡,😠
20974,Got those butterflies in my stomach again... Goddamnit ,🙈,😣,😖
20975,@23graeme23 Arghh that doesn't sound fun...I'm having a lazy day today...Got a busy week ,🙈,😣,😞
20976,I just got busted for drinking ,😑,😅,😳
20977,"@steffy213 aww i know  pisses me off, imy very mucho !!",💔,😔,😢
20978,"sitting, Listening to some Amy whinehouse, thinking of the life I could have been happy with and whats next,  i really liked him",😞,💔,😔
20979,"One of my babies (Turin Cat), is sick. Need to take him to the vet first thing in the morning. Poor little sweetie pie. ",💔,😞,😢
20980,"@suewaters lol, maybe our iDevices ( set at 4:24 except @freoman on Perth time) to become our avatars? noone wanted to sign consent forms ",😜,😕,😉
20981,"No flowers yet, though, on my native strawberry plants.  But it's probably early...",😴,😞,😕
20982,My heart won't let me sleep... Been up all night. ,😩,😣,💔
20983,I think i might have eaten a bit too much of mum's apple pie stuff and had a bit too much cream ,😳,😖,😷
20984,"@joshtastic1 just added you on the PlayStation, still can't find your levels yet ",😬,😕,😉
20985,@CherubNKOTB Im sad i went to the show and didn't got the afterparty... was just too tired and hot ,😢,😪,😓
20986,Can't seem to sleep....  My bed is big and empty MOTHER FUCKER,😤,😡,😠
20987,"@ilaam unfortunately not, it was a group of rather cheesy stars ",😜,😕,😉
20988,@angelynn1872 Hi Angelynn! Welcome to twitter. It's raining again here in Seattle.  Damn! Btw do you know Pamela Anderson?,😜,😉,😄
20989,I shouldn't go out late on a Formula1 weekend  (Although good on Vettel!),😅,🙈,😬
20990,is wide awake even though I am tired in Cork and the sun is gone ,🎵,😴,🎶
20991,hates the heat. ang iniiiiiiiiiiiiit!   http://plurk.com/p/oynus,😤,😡,😠
20992,urgh. just sneezed many times in a row and got one of those headaches. not a good sign ,😣,😖,😷
20993,@fearnly no additional followers - perhaps twitter don't allow them ,🙅,😕,😉
20994,Just got rushed out of bed to go out  Never a good way to wake up,😑,😣,😴
20995,@JoelMadden now i dont think im going to watch it since you told me the ending ,😭,😢,💔
20996,"aww the weather is GREAT for BBQ etc, but crap for shoot'n ",😕,😣,😞
20997,Bwurk... need to work on a presentation although the beautiful weather today ,😎,👍,🙏
20998,@nighttimberwolf Last night together!  good night twitterers,💓,😴,😘
20999,Cant sleep. Suffering from insomnia. This sum bullshit. ,😣,😠,😡
21000,Good Morning everyone! I've had another exciting but exausting wkend! Lots of dancing n grinding + alcohol! Now I feel miserable! ,😞,😖,😷
21001,"i still have a headache, its been a week ",😖,😓,😣
21002,"@projct It's my wife's old laptop. CD drive is dead, won't boot from usb. Part-man, Wubi, LVPM, GRUB, and a lot of console hacking ",😉,😢,👍
21003,@linesofcircles I can't drive ,😞,😩,😫
21004,Got injured in the process at 16k mark. Wasted good lead time. Limping arounf now. ,😢,😞,😡
21005,Forgot to mention: our shower is an electric shock waiting to happen.  ,😅,😬,😳
21006,rainy and windy  off to had dinner with jav (at least i think so...),☺,👍,😋
21007,"@club_esso Where are you!? Call me, I just got home. I miss you ",😔,😢,💔
21008,has had to miss her fabulous mam preaching  she'll be awesome,👏,💁,🙌
21009,The thing about living with 4 Danes and 2 Swedes is that you never know what they're saying about you while you're in the same room... ,😐,😅,😳
21010,@is_selene I don't want you to have to wait  I wish that I could let you see him rite nao babe. But he would get pissed if I woke him up,😔,😢,💔
21011,Idk what to dooo.. ,😓,😕,😣
21012,"Beer, pizza, krispy kremes and anna were a pretty fun way to end melbourne! Sad to go home ",😞,😔,😢
21013,I need more followers ,😕,😩,😫
21014,Damn think my monitor is broken ,😳,😓,😕
21015,@COCKnBULLcomic Help! Trouble in Cocknbull-Land  website down?,😢,😉,😬
21016,"I really, really, wanna grow taller. Please God, let me be 5' 5&quot; or maybe even 5'6&quot;. ",😩,😫,🙏
21017,I don't want to go back to work. ,😞,😣,😫
21018,"Button finished third. But he got more points than when he finished first on Sepang. Hmmm, better luck next time. Kimi = 0 points.. ",😠,😡,👍
21019,I hate being such a light sleeper ,😒,😡,😠
21020,@wendyorr Peanut Butter and Honey sandwhiches are quite good. My youngest son loves them! My oldest however is allergic to peanuts ,😕,😢,😷
21021,@adean Having problems finding IResource in your repo? ,😳,😢,😕
21022,been sitting in bed for an hour. i REALLY need to do some work soon. ,😞,😣,😴
21023,Wondering why life has to be so god damn hard  would give anything to be debt free...,😢,💔,🙏
21024,@spicyitalian_02 which one? that am hotter than @tomwellingtweet? yes! attending columbia law? yes! bullied by @clarkkentplanet? yes ,👍,😉,😜
21025,"okay, school starts tomorrow...what a sorrow   Wow, that's a rhyme! ",🔫,👏,😳
21026,my biological clock's all messed up. still can't sleep. ,😖,😠,😣
21027,Just Got up  Sooooo Sleepppyyy,💪,😷,😴
21028,@tjd06 Just looked at the last website u sent &amp; that airline doesn't fly to Portland  And everything else is $$$. Blah. Someday...,😣,😞,😢
21029,Cleaned all the windows with metho + water. Not sure if you can tell that I cleaned them though ,😅,😳,😬
21030,"1st merrie monarch i've missed, live, since 1991--bummer ",😢,😕,😞
21031,"@JanaAlyssa Thank you lovely! I wanted that song in Sydney  Knew I wouldn't get it, but still...",💖,💜,😘
21032,We threw a party but we couldn't get anyone to come to it. We put together tons of food and drinks and activities. Depressing. ,😢,😞,😔
21033,@passi0n I didn't have the guts to try one ,😕,😔,😅
21034,Well tried to install uber twitter some reason not working gutted ,😢,😞,😕
21035,Watching Dance of the dead ughh bored ,😪,😫,🔫
21036,"@LiliCosic Barry Cryer what a star...let's hope he stays with us for a while, with Humphrey Littleton &amp; Clement Freud gone ",🙏,😢,👍
21037,i need someone who can teach me how to make this http://tinyurl.com/cumeal ,💯,😩,😫
21038,"Want to play, but need to work ",😣,😓,😞
21039,IS GONNA QUIT LAVISH. I cannot afford to live like this.... ,😢,🙅,💔
21040,bnp are leaflettin all over stirling  my dad got them well and truelly told though !! GO DAD!! xxxx,👍,👊,👏
21041,"@lindapendent im up at 4:35 am b/c ive 2 write an analysis essay on 2 books i didnt read!  speaking of poetry, cn U reccomend sum 2 me?",💛,💓,🔫
21042,I'm awake! going to get ready.. back to school on monday ,😞,😣,🔫
21043,@natalieannem @BW101 yeah it's on youtube  i'm really jealous lol that's my favourite song...*sighs*,😢,😞,😔
21044,@corrupted1992 i love them too! and also elephant love medley and zidler's rap; best version of smells like teen spirit EVER! it's so sad ,😭,💔,😢
21045,"5am(ish) and all is well.  Dammit, why is no one on-line?  For that matter, why is Dr. Mario not available for my dsi ",😢,😠,😡
21046,Awh sh*t! The sun is starting to rise  Home finaaally @ 6am. Another crazy night with virgiz my niz. Goodnight tweeps!,☺,💓,😴
21047,"Starting to build a reference library, don't know what if any book wil result, may just end up with a need for mountains of shelves ",😅,😕,😬
21048,"@houryarch but you didn't end up going sadly  ... hope you feel better, xox",😞,😢,😔
21049,waiting for postsecret to update and rubbing my tooth better  its sore again!?,😬,😣,😖
21050,@MANDY_EMMERSON me to but cannot anymore  have a good one ,😉,🙅,👍
21051,wish i was at give it a name tonight ,😞,😕,😔
21052,havent slept one bit. sore throat. achy. cough. fever. ,😖,😣,😷
21053,mystic free ,✨,🙌,✌
21054,@LauraCal aww why would you say such a thing ,💔,😕,😢
21055,i agree with everyone... its ridiculously hot outside. ,😖,😅,😓
21056,@OlafurArnalds It�s over.  But  &quot;Lj�si�&quot; is a nice song to end something beautiful.,🎶,💓,👍
21057,"@amazingphoebe if what had been said in that text message didn't bother me, you'd think i didn't care, true? ",😕,💁,😉
21058,Cant find the &quot;remember me&quot; option on m.twitter. Its a pain typing my looooooong password every time. ,😢,😡,😠
21059,"@corduroy No easy way to change at present  Best to order a new NakedExtreme service, once it's running cancel the Naked service.",👍,😠,😡
21060,would love a good vanilla milkshake right now.. ,👌,😍,😋
21061,"I thought when I'd wake up, it's suddenly morning. ",😴,🎵,🎶
21062,OH: o man im ballin at this fresh prince series finale  http://tinyurl.com/dx6dgt,🙌,😢,😎
21063,must. not. slack. must. do. homeworks. fuckyoutwittermsnandfacebook ,😣,😖,😫
21064,my ear hurts. ,😫,😖,😣
21065,i want a car ,😕,😫,😩
21066,@roserogue I know ,😭,😔,💁
21067,will never wash the face paint off ,😖,🙅,😷
21068,@c_Jen Lucky you... we don't have Ikea in NZ ,😔,😞,😢
21069,"@McJayxo yes.. im veryy cofused  be ready for heaps of questions haha. and my hair looks okayy i guess, lol.",😄,😁,💁
21070,wondering why things are different ,😞,😔,😕
21071,WTF where's my radio plugin for my phone!??! ,😤,😠,😡
21072,@JillianValentin i dont think you kno who i am u played me wit the email  bad !!!!!!!!!!!!!!!!!!!!!! no more stage performance,😕,🙅,😢
21073,wants to go home ,😒,😔,😞
21074,@ere333  good time tonight homie. Sorry I'm so sicky ,😔,😞,😷
21075,So much for being up at 7. Looks like I'm missing the ride out. ,😞,😑,😒
21076,Just saw the show and I'm crying ,💔,😢,😭
21077,@lindachong yikes! not really sure. ,😁,😳,😬
21078,woke up with migrane  this sucks!,😞,😖,😣
21079,"Lame that iMovie '08 sucks so much that Apple had to offer '06 for free, and that they don't offer it anymore now that '09 is released ",😑,😠,😡
21080,"Goodbye, everyone. Work ",😢,🔫,✌
21081,Did something very very bad ,😕,😳,😬
